state,county,statefips,countyfips,maskdays,days,maskcoverage
ND,Steele County,38,91,66,493,0.13
ND,Stutsman County,38,93,66,493,0.13
ND,Towner County,38,95,66,493,0.13
ND,Traill County,38,97,66,493,0.13
ND,Walsh County,38,99,66,493,0.13
ND,Ward County,38,101,66,493,0.13
ND,Wells County,38,103,66,493,0.13
ND,Williams County,38,105,66,493,0.13
OH,Adams County,39,1,314,493,0.64
OH,Allen County,39,3,320,493,0.65
OH,Ashland County,39,5,314,493,0.64
OH,Ashtabula County,39,7,314,493,0.64
OH,Athens County,39,9,320,493,0.65
OH,Auglaize County,39,11,314,493,0.64
OH,Belmont County,39,13,314,493,0.64
OH,Brown County,39,15,314,493,0.64
OH,Butler County,39,17,329,493,0.67
OH,Carroll County,39,19,314,493,0.64
OH,Champaign County,39,21,314,493,0.64
OH,Clark County,39,23,314,493,0.64
OH,Clermont County,39,25,327,493,0.66
OH,Clinton County,39,27,314,493,0.64
OH,Columbiana County,39,29,314,493,0.64
OH,Coshocton County,39,31,314,493,0.64
OH,Crawford County,39,33,314,493,0.64
OH,Cuyahoga County,39,35,329,493,0.67
OH,Darke County,39,37,314,493,0.64
OH,Defiance County,39,39,314,493,0.64
OH,Delaware County,39,41,320,493,0.65
OH,Erie County,39,43,314,493,0.64
OH,Fairfield County,39,45,327,493,0.66
OH,Fayette County,39,47,314,493,0.64
OH,Franklin County,39,49,329,493,0.67
OH,Fulton County,39,51,314,493,0.64
OH,Gallia County,39,53,314,493,0.64
OH,Geauga County,39,55,314,493,0.64
OH,Greene County,39,57,314,493,0.64
OH,Guernsey County,39,59,314,493,0.64
OH,Hamilton County,39,61,329,493,0.67
OH,Hancock County,39,63,314,493,0.64
OH,Hardin County,39,65,314,493,0.64
OH,Harrison County,39,67,314,493,0.64
OH,Henry County,39,69,314,493,0.64
OH,Highland County,39,71,314,493,0.64
OH,Hocking County,39,73,314,493,0.64
OH,Holmes County,39,75,314,493,0.64
OH,Huron County,39,77,329,493,0.67
OH,Jackson County,39,79,314,493,0.64
OH,Jefferson County,39,81,314,493,0.64
OH,Knox County,39,83,314,493,0.64
OH,Lake County,39,85,314,493,0.64
OH,Lawrence County,39,87,314,493,0.64
OH,Licking County,39,89,320,493,0.65
OH,Logan County,39,91,314,493,0.64
OH,Lorain County,39,93,327,493,0.66
OH,Lucas County,39,95,320,493,0.65
OH,Madison County,39,97,314,493,0.64
OH,Mahoning County,39,99,314,493,0.64
OH,Marion County,39,101,314,493,0.64
OH,Medina County,39,103,314,493,0.64
OH,Meigs County,39,105,314,493,0.64
OH,Mercer County,39,107,314,493,0.64
OH,Miami County,39,109,314,493,0.64
OH,Monroe County,39,111,314,493,0.64
OH,Montgomery County,39,113,329,493,0.67
OH,Morgan County,39,115,314,493,0.64
OH,Morrow County,39,117,314,493,0.64
OH,Muskingum County,39,119,314,493,0.64
OH,Noble County,39,121,314,493,0.64
OH,Ottawa County,39,123,314,493,0.64
OH,Paulding County,39,125,314,493,0.64
OH,Perry County,39,127,314,493,0.64
OH,Pickaway County,39,129,327,493,0.66
OH,Pike County,39,131,314,493,0.64
OH,Portage County,39,133,314,493,0.64
OH,Preble County,39,135,314,493,0.64
OH,Putnam County,39,137,314,493,0.64
OH,Richland County,39,139,320,493,0.65
OH,Ross County,39,141,314,493,0.64
OH,Sandusky County,39,143,314,493,0.64
OH,Scioto County,39,145,320,493,0.65
OH,Seneca County,39,147,314,493,0.64
OH,Shelby County,39,149,314,493,0.64
OH,Stark County,39,151,314,493,0.64
OH,Summit County,39,153,327,493,0.66
OH,Trumbull County,39,155,329,493,0.67
OH,Tuscarawas County,39,157,314,493,0.64
OH,Union County,39,159,320,493,0.65
OH,Van Wert County,39,161,314,493,0.64
OH,Vinton County,39,163,314,493,0.64
OH,Warren County,39,165,314,493,0.64
OH,Washington County,39,167,314,493,0.64
OH,Wayne County,39,169,314,493,0.64
OH,Williams County,39,171,314,493,0.64
OH,Wood County,39,173,327,493,0.66
OH,Wyandot County,39,175,314,493,0.64
OK,Adair County,40,1,0,493,0.0
OK,Alfalfa County,40,3,0,493,0.0
OK,Atoka County,40,5,0,493,0.0
OK,Beaver County,40,7,0,493,0.0
OK,Beckham County,40,9,0,493,0.0
OK,Blaine County,40,11,0,493,0.0
OK,Bryan County,40,13,0,493,0.0
OK,Caddo County,40,15,0,493,0.0
OK,Canadian County,40,17,0,493,0.0
OK,Carter County,40,19,0,493,0.0
OK,Cherokee County,40,21,0,493,0.0
OK,Choctaw County,40,23,0,493,0.0
OK,Cimarron County,40,25,0,493,0.0
OK,Cleveland County,40,27,0,493,0.0
OK,Coal County,40,29,0,493,0.0
OK,Comanche County,40,31,0,493,0.0
OK,Cotton County,40,33,0,493,0.0
OK,Craig County,40,35,0,493,0.0
OK,Creek County,40,37,0,493,0.0
OK,Custer County,40,39,0,493,0.0
OK,Delaware County,40,41,0,493,0.0
OK,Dewey County,40,43,0,493,0.0
OK,Ellis County,40,45,0,493,0.0
OK,Garfield County,40,47,0,493,0.0
OK,Garvin County,40,49,0,493,0.0
OK,Grady County,40,51,0,493,0.0
OK,Grant County,40,53,0,493,0.0
OK,Greer County,40,55,0,493,0.0
OK,Harmon County,40,57,0,493,0.0
OK,Harper County,40,59,0,493,0.0
OK,Haskell County,40,61,0,493,0.0
OK,Hughes County,40,63,0,493,0.0
OK,Jackson County,40,65,0,493,0.0
OK,Jefferson County,40,67,0,493,0.0
OK,Johnston County,40,69,0,493,0.0
OK,Kay County,40,71,0,493,0.0
OK,Kingfisher County,40,73,0,493,0.0
OK,Kiowa County,40,75,0,493,0.0
OK,Latimer County,40,77,0,493,0.0
OK,Le Flore County,40,79,0,493,0.0
OK,Lincoln County,40,81,0,493,0.0
OK,Logan County,40,83,0,493,0.0
OK,Love County,40,85,0,493,0.0
OK,McClain County,40,87,0,493,0.0
OK,McCurtain County,40,89,0,493,0.0
OK,McIntosh County,40,91,0,493,0.0
OK,Major County,40,93,0,493,0.0
OK,Marshall County,40,95,0,493,0.0
OK,Mayes County,40,97,0,493,0.0
OK,Murray County,40,99,0,493,0.0
OK,Muskogee County,40,101,0,493,0.0
OK,Noble County,40,103,0,493,0.0
OK,Nowata County,40,105,0,493,0.0
OK,Okfuskee County,40,107,0,493,0.0
OK,Oklahoma County,40,109,0,493,0.0
OK,Okmulgee County,40,111,0,493,0.0
OK,Osage County,40,113,0,493,0.0
OK,Ottawa County,40,115,0,493,0.0
OK,Pawnee County,40,117,0,493,0.0
OK,Payne County,40,119,0,493,0.0
OK,Pittsburg County,40,121,0,493,0.0
OK,Pontotoc County,40,123,0,493,0.0
OK,Pottawatomie County,40,125,0,493,0.0
OK,Pushmataha County,40,127,0,493,0.0
OK,Roger Mills County,40,129,0,493,0.0
OK,Rogers County,40,131,0,493,0.0
OK,Seminole County,40,133,0,493,0.0
OK,Sequoyah County,40,135,0,493,0.0
OK,Stephens County,40,137,0,493,0.0
OK,Texas County,40,139,0,493,0.0
OK,Tillman County,40,141,0,493,0.0
OK,Tulsa County,40,143,0,493,0.0
OK,Wagoner County,40,145,0,493,0.0
OK,Washington County,40,147,0,493,0.0
OK,Washita County,40,149,0,493,0.0
OK,Woods County,40,151,0,493,0.0
OK,Woodward County,40,153,0,493,0.0
OR,Baker County,41,1,367,493,0.74
OR,Benton County,41,3,367,493,0.74
OR,Clackamas County,41,5,367,493,0.74
OR,Clatsop County,41,7,367,493,0.74
OR,Columbia County,41,9,367,493,0.74
OR,Coos County,41,11,367,493,0.74
OR,Crook County,41,13,367,493,0.74
OR,Curry County,41,15,367,493,0.74
OR,Deschutes County,41,17,367,493,0.74
OR,Douglas County,41,19,367,493,0.74
OR,Gilliam County,41,21,367,493,0.74
OR,Grant County,41,23,367,493,0.74
OR,Harney County,41,25,367,493,0.74
OR,Hood River County,41,27,367,493,0.74
OR,Jackson County,41,29,367,493,0.74
OR,Jefferson County,41,31,367,493,0.74
OR,Josephine County,41,33,367,493,0.74
OR,Klamath County,41,35,367,493,0.74
OR,Lake County,41,37,367,493,0.74
OR,Lane County,41,39,367,493,0.74
OR,Lincoln County,41,41,367,493,0.74
OR,Linn County,41,43,367,493,0.74
OR,Malheur County,41,45,367,493,0.74
OR,Marion County,41,47,367,493,0.74
OR,Morrow County,41,49,367,493,0.74
OR,Multnomah County,41,51,367,493,0.74
OR,Polk County,41,53,367,493,0.74
OR,Sherman County,41,55,367,493,0.74
OR,Tillamook County,41,57,367,493,0.74
OR,Umatilla County,41,59,367,493,0.74
OR,Union County,41,61,367,493,0.74
OR,Wallowa County,41,63,367,493,0.74
OR,Wasco County,41,65,367,493,0.74
OR,Washington County,41,67,367,493,0.74
OR,Wheeler County,41,69,367,493,0.74
OR,Yamhill County,41,71,367,493,0.74
PA,Armstrong County,42,5,435,493,0.88
PA,Adams County,42,1,435,493,0.88
PA,Allegheny County,42,3,435,493,0.88
PA,Beaver County,42,7,435,493,0.88
PA,Carbon County,42,25,435,493,0.88
PA,Bedford County,42,9,435,493,0.88
PA,Berks County,42,11,435,493,0.88
PA,Blair County,42,13,435,493,0.88
PA,Centre County,42,27,435,493,0.88
PA,Bradford County,42,15,435,493,0.88
PA,Bucks County,42,17,435,493,0.88
PA,Butler County,42,19,435,493,0.88
PA,Cambria County,42,21,435,493,0.88
PA,Chester County,42,29,435,493,0.88
PA,Cameron County,42,23,435,493,0.88
PA,Clarion County,42,31,435,493,0.88
PA,Delaware County,42,45,435,493,0.88
PA,Clearfield County,42,33,435,493,0.88
PA,Clinton County,42,35,435,493,0.88
PA,Franklin County,42,55,435,493,0.88
PA,Columbia County,42,37,435,493,0.88
PA,Crawford County,42,39,435,493,0.88
PA,Elk County,42,47,435,493,0.88
PA,Cumberland County,42,41,435,493,0.88
PA,Dauphin County,42,43,435,493,0.88
PA,Fayette County,42,51,435,493,0.88
PA,Forest County,42,53,435,493,0.88
PA,Erie County,42,49,435,493,0.88
PA,Lancaster County,42,71,435,493,0.88
PA,Fulton County,42,57,435,493,0.88
PA,Greene County,42,59,435,493,0.88
PA,Huntingdon County,42,61,435,493,0.88
PA,Indiana County,42,63,435,493,0.88
PA,Jefferson County,42,65,435,493,0.88
PA,Lawrence County,42,73,435,493,0.88
PA,Juniata County,42,67,435,493,0.88
PA,Lackawanna County,42,69,435,493,0.88
PA,Monroe County,42,89,435,493,0.88
PA,Lebanon County,42,75,435,493,0.88
PA,Lehigh County,42,77,435,493,0.88
PA,Luzerne County,42,79,435,493,0.88
PA,Lycoming County,42,81,435,493,0.88
PA,McKean County,42,83,435,493,0.88
PA,Montgomery County,42,91,435,493,0.88
PA,Mercer County,42,85,435,493,0.88
PA,Mifflin County,42,87,435,493,0.88
PA,Montour County,42,93,435,493,0.88
RI,Newport County,44,5,424,493,0.86
PA,Northampton County,42,95,435,493,0.88
SC,Abbeville County,45,1,0,493,0.0
PA,Northumberland County,42,97,435,493,0.88
PA,Perry County,42,99,435,493,0.88
PA,Philadelphia County,42,101,435,493,0.88
RI,Bristol County,44,1,424,493,0.86
PA,Pike County,42,103,435,493,0.88
PA,Potter County,42,105,435,493,0.88
PA,Schuylkill County,42,107,435,493,0.88
PA,Snyder County,42,109,435,493,0.88
PA,Somerset County,42,111,435,493,0.88
PA,Sullivan County,42,113,435,493,0.88
PA,Susquehanna County,42,115,435,493,0.88
PA,Tioga County,42,117,435,493,0.88
PA,Union County,42,119,435,493,0.88
PA,Venango County,42,121,435,493,0.88
PA,Warren County,42,123,435,493,0.88
PA,Washington County,42,125,435,493,0.88
PA,Wayne County,42,127,435,493,0.88
PA,Westmoreland County,42,129,435,493,0.88
PA,Wyoming County,42,131,435,493,0.88
PA,York County,42,133,435,493,0.88
RI,Kent County,44,3,424,493,0.86
RI,Providence County,44,7,424,493,0.86
RI,Washington County,44,9,424,493,0.86
SC,Aiken County,45,3,0,493,0.0
SC,Allendale County,45,5,0,493,0.0
SC,Anderson County,45,7,0,493,0.0
SC,Bamberg County,45,9,0,493,0.0
SC,Barnwell County,45,11,0,493,0.0
SC,Beaufort County,45,13,0,493,0.0
SC,Berkeley County,45,15,0,493,0.0
SC,Calhoun County,45,17,0,493,0.0
SC,Charleston County,45,19,0,493,0.0
SC,Cherokee County,45,21,0,493,0.0
SC,Chester County,45,23,0,493,0.0
SC,Chesterfield County,45,25,0,493,0.0
SC,Clarendon County,45,27,0,493,0.0
SC,Colleton County,45,29,0,493,0.0
SC,Darlington County,45,31,0,493,0.0
SC,Dillon County,45,33,0,493,0.0
SC,Dorchester County,45,35,0,493,0.0
SC,Edgefield County,45,37,0,493,0.0
SC,Fairfield County,45,39,0,493,0.0
SC,Florence County,45,41,0,493,0.0
SC,Georgetown County,45,43,0,493,0.0
SC,Greenville County,45,45,0,493,0.0
SC,Greenwood County,45,47,0,493,0.0
SC,Hampton County,45,49,0,493,0.0
SC,Horry County,45,51,0,493,0.0
SC,Jasper County,45,53,0,493,0.0
SC,Kershaw County,45,55,0,493,0.0
SC,Lancaster County,45,57,0,493,0.0
SC,Laurens County,45,59,0,493,0.0
SC,Lee County,45,61,0,493,0.0
SC,Lexington County,45,63,0,493,0.0
SC,McCormick County,45,65,0,493,0.0
SC,Marion County,45,67,0,493,0.0
SC,Marlboro County,45,69,0,493,0.0
SC,Newberry County,45,71,0,493,0.0
SC,Oconee County,45,73,0,493,0.0
SC,Orangeburg County,45,75,0,493,0.0
SC,Pickens County,45,77,0,493,0.0
SC,Richland County,45,79,0,493,0.0
SC,Saluda County,45,81,0,493,0.0
SC,Spartanburg County,45,83,0,493,0.0
SC,Sumter County,45,85,0,493,0.0
SC,Union County,45,87,0,493,0.0
SC,Williamsburg County,45,89,0,493,0.0
SC,York County,45,91,0,493,0.0
SD,Aurora County,46,3,0,493,0.0
SD,Beadle County,46,5,0,493,0.0
SD,Bennett County,46,7,0,493,0.0
SD,Bon Homme County,46,9,0,493,0.0
SD,Brookings County,46,11,0,493,0.0
SD,Brown County,46,13,0,493,0.0
SD,Brule County,46,15,0,493,0.0
SD,Buffalo County,46,17,0,493,0.0
SD,Butte County,46,19,0,493,0.0
SD,Campbell County,46,21,0,493,0.0
SD,Charles Mix County,46,23,0,493,0.0
SD,Clark County,46,25,0,493,0.0
SD,Clay County,46,27,0,493,0.0
SD,Codington County,46,29,0,493,0.0
SD,Corson County,46,31,0,493,0.0
SD,Custer County,46,33,0,493,0.0
SD,Davison County,46,35,0,493,0.0
SD,Day County,46,37,0,493,0.0
SD,Deuel County,46,39,0,493,0.0
SD,Dewey County,46,41,0,493,0.0
SD,Douglas County,46,43,0,493,0.0
SD,Edmunds County,46,45,0,493,0.0
SD,Fall River County,46,47,0,493,0.0
SD,Faulk County,46,49,0,493,0.0
SD,Grant County,46,51,0,493,0.0
SD,Gregory County,46,53,0,493,0.0
SD,Haakon County,46,55,0,493,0.0
SD,Hamlin County,46,57,0,493,0.0
SD,Hand County,46,59,0,493,0.0
SD,Hanson County,46,61,0,493,0.0
SD,Harding County,46,63,0,493,0.0
SD,Hughes County,46,65,0,493,0.0
SD,Hutchinson County,46,67,0,493,0.0
SD,Hyde County,46,69,0,493,0.0
SD,Jackson County,46,71,0,493,0.0
SD,Jerauld County,46,73,0,493,0.0
SD,Jones County,46,75,0,493,0.0
SD,Kingsbury County,46,77,0,493,0.0
SD,Lake County,46,79,0,493,0.0
SD,Lawrence County,46,81,0,493,0.0
SD,Lincoln County,46,83,0,493,0.0
SD,Lyman County,46,85,0,493,0.0
SD,McCook County,46,87,0,493,0.0
SD,McPherson County,46,89,0,493,0.0
SD,Marshall County,46,91,0,493,0.0
SD,Meade County,46,93,0,493,0.0
SD,Mellette County,46,95,0,493,0.0
SD,Miner County,46,97,0,493,0.0
SD,Minnehaha County,46,99,0,493,0.0
SD,Moody County,46,101,0,493,0.0
SD,Oglala Lakota County,46,102,0,493,0.0
SD,Pennington County,46,103,0,493,0.0
SD,Perkins County,46,105,0,493,0.0
SD,Potter County,46,107,0,493,0.0
SD,Roberts County,46,109,0,493,0.0
SD,Sanborn County,46,111,0,493,0.0
SD,Spink County,46,115,0,493,0.0
SD,Stanley County,46,117,0,493,0.0
SD,Sully County,46,119,0,493,0.0
SD,Todd County,46,121,0,493,0.0
SD,Tripp County,46,123,0,493,0.0
SD,Turner County,46,125,0,493,0.0
SD,Union County,46,127,0,493,0.0
SD,Walworth County,46,129,0,493,0.0
SD,Yankton County,46,135,0,493,0.0
SD,Ziebach County,46,137,0,493,0.0
TN,Anderson County,47,1,0,493,0.0
TN,Bedford County,47,3,0,493,0.0
TN,Benton County,47,5,0,493,0.0
TN,Bledsoe County,47,7,0,493,0.0
TN,Blount County,47,9,0,493,0.0
TN,Bradley County,47,11,0,493,0.0
TN,Campbell County,47,13,0,493,0.0
TN,Cannon County,47,15,0,493,0.0
TN,Carroll County,47,17,0,493,0.0
TN,Carter County,47,19,0,493,0.0
TN,Cheatham County,47,21,0,493,0.0
TN,Chester County,47,23,0,493,0.0
TN,Claiborne County,47,25,0,493,0.0
TN,Clay County,47,27,0,493,0.0
TN,Cocke County,47,29,0,493,0.0
TN,Coffee County,47,31,0,493,0.0
TN,Crockett County,47,33,0,493,0.0
TN,Cumberland County,47,35,0,493,0.0
TN,Davidson County,47,37,0,493,0.0
TN,Decatur County,47,39,0,493,0.0
TN,DeKalb County,47,41,0,493,0.0
TN,Dickson County,47,43,0,493,0.0
TN,Dyer County,47,45,0,493,0.0
TN,Fayette County,47,47,0,493,0.0
TN,Fentress County,47,49,0,493,0.0
TN,Franklin County,47,51,0,493,0.0
TN,Gibson County,47,53,0,493,0.0
TN,Giles County,47,55,0,493,0.0
TN,Grainger County,47,57,0,493,0.0
TN,Greene County,47,59,0,493,0.0
TN,Grundy County,47,61,0,493,0.0
TN,Hamblen County,47,63,0,493,0.0
TN,Hamilton County,47,65,0,493,0.0
TN,Hancock County,47,67,0,493,0.0
TN,Hardeman County,47,69,0,493,0.0
TN,Hardin County,47,71,0,493,0.0
TN,Hawkins County,47,73,0,493,0.0
TN,Haywood County,47,75,0,493,0.0
TN,Henderson County,47,77,0,493,0.0
TN,Henry County,47,79,0,493,0.0
TN,Hickman County,47,81,0,493,0.0
TN,Houston County,47,83,0,493,0.0
TN,Humphreys County,47,85,0,493,0.0
TN,Jackson County,47,87,0,493,0.0
TN,Jefferson County,47,89,0,493,0.0
TN,Johnson County,47,91,0,493,0.0
TN,Knox County,47,93,0,493,0.0
TN,Lake County,47,95,0,493,0.0
TN,Lauderdale County,47,97,0,493,0.0
TN,Lawrence County,47,99,0,493,0.0
TN,Lewis County,47,101,0,493,0.0
TN,Lincoln County,47,103,0,493,0.0
TN,Loudon County,47,105,0,493,0.0
TN,McMinn County,47,107,0,493,0.0
TN,McNairy County,47,109,0,493,0.0
TN,Macon County,47,111,0,493,0.0
TN,Madison County,47,113,0,493,0.0
TN,Marion County,47,115,0,493,0.0
TN,Marshall County,47,117,0,493,0.0
TN,Maury County,47,119,0,493,0.0
TN,Meigs County,47,121,0,493,0.0
TN,Monroe County,47,123,0,493,0.0
TN,Montgomery County,47,125,0,493,0.0
TN,Moore County,47,127,0,493,0.0
TN,Morgan County,47,129,0,493,0.0
TN,Obion County,47,131,0,493,0.0
TN,Overton County,47,133,0,493,0.0
TN,Perry County,47,135,0,493,0.0
TN,Pickett County,47,137,0,493,0.0
TN,Polk County,47,139,0,493,0.0
TN,Putnam County,47,141,0,493,0.0
TN,Rhea County,47,143,0,493,0.0
TN,Roane County,47,145,0,493,0.0
TN,Robertson County,47,147,0,493,0.0
TN,Rutherford County,47,149,0,493,0.0
TN,Scott County,47,151,0,493,0.0
TN,Sequatchie County,47,153,0,493,0.0
TN,Sevier County,47,155,0,493,0.0
TN,Shelby County,47,157,0,493,0.0
TN,Smith County,47,159,0,493,0.0
TN,Stewart County,47,161,0,493,0.0
TN,Sullivan County,47,163,0,493,0.0
TN,Sumner County,47,165,0,493,0.0
TN,Tipton County,47,167,0,493,0.0
TN,Trousdale County,47,169,0,493,0.0
TN,Unicoi County,47,171,0,493,0.0
TN,Union County,47,173,0,493,0.0
TN,Van Buren County,47,175,0,493,0.0
TN,Warren County,47,177,0,493,0.0
TN,Washington County,47,179,0,493,0.0
TN,Wayne County,47,181,0,493,0.0
TN,Weakley County,47,183,0,493,0.0
TN,White County,47,185,0,493,0.0
TN,Williamson County,47,187,0,493,0.0
TN,Wilson County,47,189,0,493,0.0
TX,Anderson County,48,1,250,493,0.51
TX,Andrews County,48,3,250,493,0.51
TX,Angelina County,48,5,250,493,0.51
TX,Aransas County,48,7,250,493,0.51
TX,Archer County,48,9,250,493,0.51
TX,Armstrong County,48,11,250,493,0.51
TX,Atascosa County,48,13,250,493,0.51
TX,Austin County,48,15,250,493,0.51
TX,Bailey County,48,17,250,493,0.51
TX,Bandera County,48,19,250,493,0.51
TX,Bastrop County,48,21,250,493,0.51
TX,Baylor County,48,23,250,493,0.51
TX,Bee County,48,25,250,493,0.51
TX,Bell County,48,27,250,493,0.51
TX,Bexar County,48,29,250,493,0.51
TX,Blanco County,48,31,250,493,0.51
TX,Borden County,48,33,250,493,0.51
TX,Bosque County,48,35,250,493,0.51
TX,Bowie County,48,37,250,493,0.51
TX,Brazoria County,48,39,250,493,0.51
TX,Brazos County,48,41,250,493,0.51
TX,Brewster County,48,43,250,493,0.51
TX,Briscoe County,48,45,250,493,0.51
TX,Brooks County,48,47,250,493,0.51
TX,Brown County,48,49,250,493,0.51
TX,Burleson County,48,51,250,493,0.51
TX,Burnet County,48,53,250,493,0.51
TX,Caldwell County,48,55,250,493,0.51
TX,Calhoun County,48,57,250,493,0.51
TX,Callahan County,48,59,250,493,0.51
TX,Cameron County,48,61,250,493,0.51
TX,Camp County,48,63,250,493,0.51
TX,Carson County,48,65,250,493,0.51
TX,Cass County,48,67,250,493,0.51
TX,Castro County,48,69,250,493,0.51
TX,Chambers County,48,71,250,493,0.51
TX,Cherokee County,48,73,250,493,0.51
TX,Childress County,48,75,250,493,0.51
TX,Clay County,48,77,250,493,0.51
TX,Cochran County,48,79,250,493,0.51
TX,Coke County,48,81,250,493,0.51
TX,Coleman County,48,83,250,493,0.51
TX,Collin County,48,85,250,493,0.51
TX,Collingsworth County,48,87,250,493,0.51
TX,Colorado County,48,89,250,493,0.51
TX,Comal County,48,91,250,493,0.51
TX,Comanche County,48,93,250,493,0.51
TX,Concho County,48,95,250,493,0.51
TX,Cooke County,48,97,250,493,0.51
TX,Coryell County,48,99,250,493,0.51
TX,Cottle County,48,101,250,493,0.51
TX,Crane County,48,103,250,493,0.51
TX,Crockett County,48,105,250,493,0.51
TX,Crosby County,48,107,250,493,0.51
TX,Culberson County,48,109,250,493,0.51
TX,Dallam County,48,111,250,493,0.51
TX,Dallas County,48,113,250,493,0.51
TX,Dawson County,48,115,250,493,0.51
TX,Deaf Smith County,48,117,250,493,0.51
TX,Delta County,48,119,250,493,0.51
TX,Denton County,48,121,250,493,0.51
TX,DeWitt County,48,123,250,493,0.51
TX,Dickens County,48,125,250,493,0.51
TX,Dimmit County,48,127,250,493,0.51
TX,Donley County,48,129,250,493,0.51
TX,Duval County,48,131,250,493,0.51
TX,Eastland County,48,133,250,493,0.51
TX,Ector County,48,135,250,493,0.51
TX,Edwards County,48,137,250,493,0.51
TX,Ellis County,48,139,250,493,0.51
TX,El Paso County,48,141,250,493,0.51
TX,Erath County,48,143,250,493,0.51
TX,Falls County,48,145,250,493,0.51
TX,Fannin County,48,147,250,493,0.51
TX,Fayette County,48,149,250,493,0.51
TX,Fisher County,48,151,250,493,0.51
TX,Floyd County,48,153,250,493,0.51
TX,Foard County,48,155,250,493,0.51
TX,Fort Bend County,48,157,250,493,0.51
TX,Franklin County,48,159,250,493,0.51
TX,Freestone County,48,161,250,493,0.51
TX,Frio County,48,163,250,493,0.51
TX,Gaines County,48,165,250,493,0.51
TX,Galveston County,48,167,250,493,0.51
TX,Garza County,48,169,250,493,0.51
TX,Gillespie County,48,171,250,493,0.51
TX,Glasscock County,48,173,250,493,0.51
TX,Goliad County,48,175,250,493,0.51
TX,Gonzales County,48,177,250,493,0.51
TX,Gray County,48,179,250,493,0.51
TX,Grayson County,48,181,250,493,0.51
TX,Gregg County,48,183,250,493,0.51
TX,Grimes County,48,185,250,493,0.51
TX,Guadalupe County,48,187,250,493,0.51
TX,Hale County,48,189,250,493,0.51
TX,Hall County,48,191,250,493,0.51
TX,Hamilton County,48,193,250,493,0.51
TX,Hansford County,48,195,250,493,0.51
TX,Hardeman County,48,197,250,493,0.51
TX,Hardin County,48,199,250,493,0.51
TX,Harris County,48,201,250,493,0.51
TX,Harrison County,48,203,250,493,0.51
TX,Hartley County,48,205,250,493,0.51
TX,Haskell County,48,207,250,493,0.51
TX,Hays County,48,209,250,493,0.51
TX,Hemphill County,48,211,250,493,0.51
TX,Henderson County,48,213,250,493,0.51
TX,Hidalgo County,48,215,250,493,0.51
TX,Hill County,48,217,250,493,0.51
TX,Hockley County,48,219,250,493,0.51
TX,Hood County,48,221,250,493,0.51
TX,Hopkins County,48,223,250,493,0.51
TX,Houston County,48,225,250,493,0.51
TX,Howard County,48,227,250,493,0.51
TX,Hudspeth County,48,229,250,493,0.51
TX,Hunt County,48,231,250,493,0.51
TX,Hutchinson County,48,233,250,493,0.51
TX,Irion County,48,235,250,493,0.51
TX,Jack County,48,237,250,493,0.51
TX,Jackson County,48,239,250,493,0.51
TX,Jasper County,48,241,250,493,0.51
TX,Jeff Davis County,48,243,250,493,0.51
TX,Jefferson County,48,245,250,493,0.51
TX,Jim Hogg County,48,247,250,493,0.51
TX,Jim Wells County,48,249,250,493,0.51
TX,Johnson County,48,251,250,493,0.51
TX,Jones County,48,253,250,493,0.51
TX,Karnes County,48,255,250,493,0.51
TX,Kaufman County,48,257,250,493,0.51
TX,Kendall County,48,259,250,493,0.51
TX,Kenedy County,48,261,250,493,0.51
TX,Kent County,48,263,250,493,0.51
TX,Kerr County,48,265,250,493,0.51
TX,Kimble County,48,267,250,493,0.51
TX,King County,48,269,250,493,0.51
TX,Kinney County,48,271,250,493,0.51
TX,Kleberg County,48,273,250,493,0.51
TX,Knox County,48,275,250,493,0.51
TX,Lamar County,48,277,250,493,0.51
TX,Lamb County,48,279,250,493,0.51
TX,Lampasas County,48,281,250,493,0.51
TX,La Salle County,48,283,250,493,0.51
TX,Lavaca County,48,285,250,493,0.51
TX,Lee County,48,287,250,493,0.51
TX,Leon County,48,289,250,493,0.51
TX,Liberty County,48,291,250,493,0.51
TX,Limestone County,48,293,250,493,0.51
TX,Lipscomb County,48,295,250,493,0.51
TX,Live Oak County,48,297,250,493,0.51
TX,Llano County,48,299,250,493,0.51
TX,Loving County,48,301,250,493,0.51
TX,Lubbock County,48,303,250,493,0.51
TX,Lynn County,48,305,250,493,0.51
TX,McCulloch County,48,307,250,493,0.51
TX,McLennan County,48,309,250,493,0.51
TX,McMullen County,48,311,250,493,0.51
TX,Madison County,48,313,250,493,0.51
TX,Marion County,48,315,250,493,0.51
TX,Martin County,48,317,250,493,0.51
TX,Mason County,48,319,250,493,0.51
TX,Matagorda County,48,321,250,493,0.51
TX,Maverick County,48,323,250,493,0.51
TX,Medina County,48,325,250,493,0.51
TX,Menard County,48,327,250,493,0.51
TX,Midland County,48,329,250,493,0.51
TX,Milam County,48,331,250,493,0.51
TX,Mills County,48,333,250,493,0.51
TX,Mitchell County,48,335,250,493,0.51
TX,Montague County,48,337,250,493,0.51
TX,Montgomery County,48,339,250,493,0.51
TX,Moore County,48,341,250,493,0.51
TX,Morris County,48,343,250,493,0.51
TX,Motley County,48,345,250,493,0.51
TX,Nacogdoches County,48,347,250,493,0.51
TX,Navarro County,48,349,250,493,0.51
TX,Newton County,48,351,250,493,0.51
TX,Nolan County,48,353,250,493,0.51
