PUMA Code,PUMA Name,State,Estimated hesitant,Estimated unsure or hesitant,Estimated strongly hesitant,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
4101305,Portland City (Central East),Oregon,8.27,10.24,5.91,0.0746,0.0043,0.0621,0.0259,0.0014,0.791
4101314,Portland City (Northwest & Southwest),Oregon,7.57,9.45,5.52,0.062,0.0038,0.0621,0.0328,0.0023,0.7905
4101316,Multnomah County (East)--Gresham & Troutdale Cities,Oregon,11.29,14.57,8.43,0.1946,0.0097,0.0519,0.0477,0.007,0.6417
4101317,Clackamas County (South & East)--Damascus City,Oregon,11.05,13.59,8.42,0.0713,0.0048,0.0183,0.0038,0.0003,0.8795
4101318,"Clackamas County (Northwest)--Oregon City, Milwaukie & Happy Valley Cities",Oregon,10.33,12.81,7.73,0.095,0.0078,0.0509,0.0106,0.0025,0.7927
4101319,"Clackamas County (Northwest)--Lake Oswego, West Linn, Wilsonville & Canby Cities",Oregon,7.92,9.3,5.99,0.0887,0.0047,0.0503,0.0106,0.0035,0.8046
4101320,"Washington County (Southeast)--Tigard, Tualatin & Sherwood Cities",Oregon,9.15,11.08,6.75,0.1231,0.0031,0.06,0.0144,0.0085,0.7494
4101321,"Washington County (West)--Forest Grove, Cornelius Cities, Bethany & Oak Hills",Oregon,8.28,10.32,6.23,0.161,0.0015,0.1292,0.0093,0.0022,0.6465
4101322,Washington County (Central)--Hillsboro City,Oregon,8.72,10.87,6.46,0.2174,0.0032,0.1162,0.0219,0.0041,0.5846
4101323,Washington County (Central)--Beaverton City (West) & Aloha,Oregon,8.49,10.67,6.27,0.1675,0.0031,0.1437,0.0355,0.0041,0.6046
4101324,Washington County (Northeast)--Beaverton City (East & Central) & Cedar Mill,Oregon,8.48,10.55,6.24,0.1632,0.0021,0.077,0.016,0.0014,0.7028
4200101,"Erie City, Lawrence Park Township & Wesleyville Borough",Pennsylvania,13.49,19.94,8.81,0.0802,0.0041,0.027,0.1455,0.0002,0.7017
4200102,Erie County (Outer),Pennsylvania,11.43,15.8,7.52,0.0187,0.0015,0.0101,0.0208,0.0001,0.9287
4200200,Crawford & Warren Counties,Pennsylvania,12.49,17.64,8.39,0.0124,0.0006,0.0052,0.0122,0.0002,0.9542
4200300,"Clearfield, McKean, Elk, Potter & Cameron Counties",Pennsylvania,12.96,18.25,8.6,0.0217,0.0018,0.005,0.0196,0.0001,0.9429
4200400,"Bradford, Tioga & Sullivan Counties",Pennsylvania,12.35,17.33,8.18,0.0142,0.0005,0.0061,0.0068,0.001,0.9581
4200500,"Pike, Wayne & Susquehanna Counties",Pennsylvania,11.96,16.61,7.88,0.0612,0.0009,0.0074,0.032,0.0002,0.8831
4200600,Monroe County,Pennsylvania,10.73,15.31,7,0.1589,0.0012,0.0232,0.1351,0,0.6607
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs",Pennsylvania,12.4,18.35,8.17,0.1188,0.0003,0.0407,0.0411,0.0005,0.7743
4200702,Lackawanna (Outside Greater Scranton City) & Wyoming Counties,Pennsylvania,10.4,14.56,6.76,0.0258,0.0003,0.0117,0.0093,0.0002,0.9407
4200801,Luzerne County (East)--Kingston Borough,Pennsylvania,11.48,16.12,7.45,0.0431,0.0013,0.0073,0.0207,0.0001,0.9149
4200802,Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities,Pennsylvania,11.85,17.32,7.66,0.2329,0.001,0.0202,0.0501,0.0002,0.6768
4200803,Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough,Pennsylvania,11.85,16.76,7.81,0.0357,0.0016,0.0086,0.0306,0.0003,0.9123
4200900,Lycoming & Clinton Counties,Pennsylvania,12.52,17.79,8.33,0.0188,0.0017,0.0074,0.0408,0.0002,0.9178
4201000,Northumberland & Montour Counties,Pennsylvania,12.5,17.69,8.29,0.0336,0.0018,0.009,0.0231,0.0003,0.9229
4201100,"Mifflin, Union, Snyder & Juniata Counties",Pennsylvania,13.56,18.97,9.25,0.0331,0.0022,0.0082,0.0236,0,0.9206
4201200,Centre County,Pennsylvania,10.99,16.07,7.3,0.0295,0.0005,0.0611,0.0358,0.0003,0.8544
4201300,"Venango, Jefferson, Clarion & Forest Counties",Pennsylvania,13.05,18.49,8.78,0.0123,0.0008,0.0038,0.0204,0.0003,0.9478
4201400,Mercer County,Pennsylvania,11.94,16.82,7.96,0.015,0.001,0.0072,0.0561,0,0.9018
4201501,Lawrence & Beaver (North) Counties--New Castle City,Pennsylvania,12.03,17.09,7.95,0.0128,0.0007,0.0037,0.0312,0,0.9292
4201502,Beaver County (South),Pennsylvania,10.74,15.07,6.98,0.0174,0.0007,0.0057,0.0628,0.0006,0.8856
4201600,Butler County,Pennsylvania,9.95,13.7,6.47,0.0149,0.0004,0.0125,0.009,0.0001,0.9469
4201701,Pittsburgh City (North),Pennsylvania,9.2,14,5.97,0.0315,0.0012,0.071,0.2645,0,0.5994
4201702,Pittsburgh City (South),Pennsylvania,10.54,15.34,6.67,0.0348,0.0009,0.0346,0.1673,0.0006,0.7227
4201801,Allegheny County (West),Pennsylvania,9.52,13.34,6.09,0.0147,0.0011,0.0233,0.0694,0,0.8628
4201802,Allegheny County (North)--Franklin Park Borough & Allison Park,Pennsylvania,8.29,11.24,5.37,0.017,0.0006,0.0436,0.0215,0,0.9
4201803,Allegheny County (North Central),Pennsylvania,8.66,11.81,5.52,0.0161,0.0009,0.0268,0.0323,0.0003,0.9031
4201804,"Allegheny County (East)--Monroeville Municipality, Plum & Wilkinsburg Boroughs",Pennsylvania,9.2,13.3,5.89,0.0172,0.0005,0.0161,0.2511,0.0005,0.671
4201805,"Allegheny County (Southeast)--West Mifflin Borough, McKeesport City & Munhall Borough",Pennsylvania,11.35,16.35,7.42,0.0207,0.0006,0.0059,0.1559,0.0002,0.7854
4201806,Allegheny County (South Central)--Baldwin & Whitehall Boroughs,Pennsylvania,8.9,12.28,5.62,0.0205,0.001,0.0532,0.0357,0.0002,0.8625
4201807,Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough,Pennsylvania,8.36,11.43,5.36,0.0141,0.0007,0.0406,0.0401,0,0.8875
4201900,Indiana & Armstrong Counties,Pennsylvania,12.57,17.77,8.4,0.0107,0.0005,0.0069,0.0158,0.0001,0.953
4202001,Westmoreland County (Northwest)--Murrysville Municipality & New Kensington City,Pennsylvania,9.49,13.09,6.21,0.0176,0.0004,0.0159,0.0314,0.0003,0.9173
4202002,Westmoreland County (Southwest)--Greensburg City,Pennsylvania,10.77,15.12,6.98,0.0108,0.0004,0.0072,0.0272,0,0.9333
4202003,Westmoreland County (East),Pennsylvania,11.55,16.2,7.65,0.0079,0.0005,0.0055,0.0087,0,0.9642
4202100,Cambria County,Pennsylvania,11.95,17.03,7.86,0.0163,0.0004,0.0043,0.0317,0.0003,0.9271
4202200,Blair & Huntingdon Counties--Altoona City,Pennsylvania,12.8,17.96,8.49,0.0146,0.0014,0.006,0.0259,0.0004,0.9348
4202301,Cumberland (West) & Perry Counties--Carlisle Borough,Pennsylvania,12.16,17.02,8.16,0.0314,0.0011,0.0097,0.0281,0,0.9102
4202302,Cumberland County (East),Pennsylvania,9.46,13.03,6.23,0.0409,0.0009,0.0607,0.0365,0.0001,0.8373
4202401,Dauphin County (Central)--Harrisburg City & Colonial Park,Pennsylvania,10.93,16.5,7.16,0.121,0.0011,0.0563,0.2893,0.0001,0.5006
4202402,Dauphin County (Outer)--Hershey,Pennsylvania,10.1,14.06,6.65,0.052,0.0015,0.0259,0.0268,0,0.8785
4202500,Lebanon County,Pennsylvania,12.06,17,8,0.1312,0.0007,0.0136,0.0209,0.0002,0.8221
4202600,Schuylkill County,Pennsylvania,12.44,17.56,8.19,0.044,0.0013,0.0048,0.029,0.0001,0.91
4202701,Berks County (Northwest)--Wyomissing Borough,Pennsylvania,10.89,14.94,7.23,0.1235,0.0014,0.0204,0.0368,0.0001,0.8033
4202702,Berks County (Southwest)--Reading City,Pennsylvania,11.09,16.72,7.02,0.4567,0.0008,0.0105,0.0657,0.0002,0.4454
4202703,Berks County (East),Pennsylvania,10.8,14.7,7.12,0.0478,0.0004,0.011,0.0248,0,0.9041
4202801,Carbon & Lehigh (North) Counties,Pennsylvania,10.73,14.82,7.02,0.0558,0.0012,0.0223,0.0176,0.0003,0.8877
4202802,Lehigh County (South--Outside Allentown & Bethlehem Cities)--Emmaus Borough,Pennsylvania,9.24,12.77,5.97,0.1064,0.0005,0.0373,0.0377,0,0.7953
4202803,Allentown City,Pennsylvania,12.53,19.43,7.94,0.5252,0.0013,0.0282,0.1015,0.0001,0.3243
4202901,Northampton (South) & Lehigh (East) Counties--Bethlehem (East) & Easton Cities,Pennsylvania,10.05,14.29,6.49,0.2045,0.0006,0.0338,0.0723,0.0006,0.6582
4202902,Northampton County (North),Pennsylvania,9.52,13.02,6.21,0.0639,0.0013,0.0184,0.0257,0,0.8789
4203001,Bucks County (North),Pennsylvania,9.2,12.34,6,0.0347,0.0027,0.0267,0.0124,0.0001,0.9074
4203002,Bucks County (Central),Pennsylvania,7.91,10.54,5.27,0.0427,0.0014,0.0484,0.018,0,0.8748
4203003,Bucks County (Southeast)--Levittown,Pennsylvania,9.21,12.69,6.03,0.0585,0.0008,0.0461,0.0578,0,0.8196
4203004,Bucks County (Southwest),Pennsylvania,9.33,12.92,6.09,0.0704,0.001,0.0653,0.0565,0.0004,0.7828
4203101,Montgomery County (Northwest)--Pottstown Borough,Pennsylvania,9.98,13.68,6.53,0.0351,0.0002,0.0418,0.0745,0.0003,0.8211
4203102,Montgomery County (Northeast)--Lansdale Borough,Pennsylvania,8.93,12.3,5.86,0.0494,0.0012,0.0863,0.0421,0,0.8036
4203103,Montgomery County (Southwest)--King of Prussia & Ardmore (East),Pennsylvania,7.37,10.12,4.85,0.045,0.0006,0.1145,0.0581,0.0004,0.7578
4203104,Montgomery County (Central)--Norristown Borough,Pennsylvania,9.24,13.14,6.05,0.1018,0.0005,0.0641,0.165,0.0006,0.6419
4203105,"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville",Pennsylvania,8.51,11.41,5.58,0.0363,0.0004,0.1045,0.0456,0.0003,0.7913
4203106,Montgomery County (South Central),Pennsylvania,7.32,9.98,4.78,0.0464,0.0013,0.0527,0.1409,0.0002,0.7309
4203201,Philadelphia City (Far Northeast),Pennsylvania,10.66,15.03,6.98,0.0873,0.0014,0.0911,0.0971,0.0004,0.6974
4203202,Philadelphia City (Near Northeast-West),Pennsylvania,11.37,17,7.5,0.2104,0.0034,0.128,0.2829,0,0.3403
4203203,Philadelphia City (Near Northeast-East),Pennsylvania,11.55,17.87,7.59,0.2486,0.0021,0.0575,0.2534,0,0.4099
4203204,Philadelphia City (North),Pennsylvania,12.23,19.57,7.91,0.1501,0.0008,0.0553,0.7257,0.0001,0.0419
4203205,Philadelphia City (East),Pennsylvania,12.24,18.97,7.84,0.4932,0.0008,0.0283,0.1752,0,0.2877
4203206,Philadelphia City (Northwest),Pennsylvania,9.41,14.15,5.96,0.0377,0.0018,0.0262,0.451,0.0001,0.4478
4203207,Philadelphia City (Central),Pennsylvania,12.62,20.88,8.21,0.0655,0.0016,0.0307,0.7668,0.0007,0.1118
4203208,Philadelphia City (West),Pennsylvania,11.32,18.1,7.32,0.0335,0.0025,0.0353,0.7984,0.0002,0.1106
4203209,Philadelphia City (Center City),Pennsylvania,7.18,10.14,4.48,0.0596,0.0018,0.1121,0.1248,0.0003,0.6687
4203210,Philadelphia City (Southwest),Pennsylvania,11.55,18.65,7.54,0.0422,0.0045,0.0682,0.6979,0.0008,0.163
4203211,Philadelphia City (Southeast),Pennsylvania,10.4,15.68,6.68,0.1104,0.0031,0.159,0.2178,0.0002,0.4883
4203301,Delaware County (North)--Broomall & Ardmore (West),Pennsylvania,8.04,11,5.36,0.0307,0.0016,0.0627,0.0329,0,0.8445
4203302,"Delaware County (East)--Yeadon, Darby, Lansdowne Boroughs & Drexel Hill",Pennsylvania,10.08,15.1,6.52,0.04,0.0012,0.0867,0.3535,0,0.4921
4203303,Delaware County (Southeast)--Chester City,Pennsylvania,12.52,18.32,8.07,0.0572,0.0005,0.0144,0.3408,0.0002,0.5625
4203304,Delaware County (West),Pennsylvania,9.08,12.27,6.06,0.0204,0.0016,0.0608,0.0593,0,0.8379
4203401,Chester County (North)--Phoenixville Borough,Pennsylvania,7.78,10.45,5.11,0.0371,0.0002,0.0692,0.0339,0.0003,0.8398
4203402,Chester County (East Central)--West Chester Borough,Pennsylvania,7.46,10.35,4.83,0.048,0.0005,0.0712,0.0421,0.0003,0.8202
4203403,Chester County (West Central)--Coatesville City,Pennsylvania,9.69,13.27,6.47,0.0651,0.0008,0.054,0.0946,0.0002,0.7618
4203404,Chester County (South),Pennsylvania,9.06,12.27,6.03,0.1485,0.0021,0.0235,0.0438,0,0.7647
4203501,"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships",Pennsylvania,10.38,15.28,6.7,0.2637,0.0008,0.0406,0.0884,0.0005,0.5796
4203502,Lancaster County (Northwest)--Elizabethtown Borough,Pennsylvania,11.23,15.22,7.39,0.0461,0.0004,0.0127,0.0136,0.0001,0.9125
4203503,Lancaster County (East)--Ephrata Borough,Pennsylvania,14.21,19.1,10.03,0.0511,0.0013,0.0099,0.0103,0.0001,0.9167
4203504,Lancaster County (Southwest)--Columbia Borough,Pennsylvania,9.51,13.35,6.3,0.0826,0.0009,0.0285,0.0376,0,0.8291
4203601,York County (Central)--York City & Shiloh,Pennsylvania,11.5,16.48,7.53,0.1414,0.0023,0.0217,0.1004,0.0001,0.704
4203602,York County (North)--Weigelstown,Pennsylvania,11.33,15.64,7.45,0.0401,0.0002,0.0136,0.0262,0.0002,0.9016
4203603,York County (South),Pennsylvania,10.91,14.86,7.16,0.0291,0.0016,0.0085,0.0248,0.0008,0.9227
4203701,Adams & Franklin (Southeast) Counties,Pennsylvania,11.91,16.51,7.93,0.063,0.0012,0.006,0.0177,0,0.8956
4203702,Franklin County (Outside Washington Township & Waynesboro Borough),Pennsylvania,12.6,17.58,8.48,0.0614,0.0006,0.0093,0.0346,0,0.8733
4203800,"Somerset, Bedford & Fulton Counties",Pennsylvania,13.04,18.24,8.76,0.0137,0.0011,0.0033,0.0169,0,0.9531
4203900,Fayette County,Pennsylvania,13.73,19.57,9.14,0.0123,0.0002,0.0036,0.0415,0.0006,0.9176
4204001,Washington County (North)--Washington City,Pennsylvania,10.37,14.27,6.76,0.0154,0.0005,0.0119,0.0278,0.0005,0.9264
4204002,Washington (South) & Greene Counties,Pennsylvania,12.29,17.4,8.08,0.0188,0.0003,0.0038,0.0336,0.0001,0.9198
4400101,Northwest Rhode Island--Providence County (West & Central)--Woonsocket City,Rhode Island,7.46,9.98,5.55,0.0866,0.0014,0.0319,0.0293,0,0.8239
4400102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities,Rhode Island,7.71,10.52,5.74,0.2148,0.0014,0.0244,0.0894,0.0008,0.621
4400103,Providence City,Rhode Island,6.86,10.17,4.97,0.4336,0.0068,0.0589,0.139,0.0013,0.3303
4400104,Providence County (Southeast)--Cranston & East Providence Cities,Rhode Island,6.91,9.31,5.14,0.1205,0.001,0.0486,0.0566,0.0009,0.7296
4400201,Central Rhode Island--Kent County--Warwick City,Rhode Island,7.13,9.34,5.29,0.0498,0.0019,0.0271,0.0161,0,0.8833
4400300,Southeast Rhode Island--Newport & Bristol Counties--Newport City,Rhode Island,6.28,8.28,4.75,0.0471,0.0029,0.0199,0.0267,0.0006,0.8787
4400400,South Rhode Island--Washington County,Rhode Island,6.28,8.26,4.74,0.032,0.0072,0.0191,0.0126,0.0008,0.9092
4500101,Pickens & Oconee Counties--Easley & Clemson Cities,South Carolina,14.53,22.16,8.26,0.0436,0.0027,0.0149,0.0679,0.0002,0.8521
4500102,Greenville County (North)--Greer City (North & West) & Taylors (Central & East),South Carolina,13.53,20.18,7.57,0.0776,0.0024,0.0274,0.0906,0.0006,0.7817
4500103,Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea,South Carolina,14.1,21.33,8,0.1345,0.002,0.029,0.1714,0.0027,0.6383
4500104,Greenville County (Central)--Greenville & Mauldin Cities,South Carolina,12.26,18.84,6.75,0.0619,0.0015,0.0288,0.2352,0.0068,0.6438
4500105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities",South Carolina,14.61,22.29,8.23,0.0615,0.0023,0.0082,0.2153,0.0004,0.6908
4500200,Anderson County--Anderson City,South Carolina,14.63,22.28,8.23,0.0375,0.0016,0.0093,0.1558,0.0003,0.7736
4500301,Spartanburg County (Central)--Spartanburg City,South Carolina,14.29,22.61,8.07,0.0858,0.0016,0.0291,0.3261,0.0003,0.5376
4500302,Spartanburg County (Outside Spartanburg City)--Greer City (East),South Carolina,14.58,22,8.21,0.057,0.0012,0.0198,0.1218,0.0001,0.7784
4500400,"Cherokee, Newberry, Chester & Union Counties",South Carolina,15.16,23.74,8.59,0.0414,0.0024,0.0032,0.2811,0.0002,0.6521
4500501,York County (West & Outside Rock Hill City),South Carolina,13.58,20.07,7.59,0.0535,0.0125,0.0248,0.1208,0.0006,0.7712
4500502,York County (East)--Rock Hill City & Fort Mill Town,South Carolina,12.73,19.62,6.95,0.0565,0.0027,0.0177,0.2565,0.0001,0.6434
4500601,Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank,South Carolina,15.12,22.63,8.62,0.0686,0.0025,0.0145,0.119,0.0008,0.7725
4500602,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks",South Carolina,13.51,20.78,7.46,0.0631,0.0028,0.0217,0.2011,0.0005,0.6891
4500603,Richland (North) & Fairfield Counties--Forest Acres City & Dentsville,South Carolina,12.1,19.39,6.64,0.0455,0.0027,0.0268,0.467,0.0001,0.4324
4500604,Richland County (Central)--Columbia City,South Carolina,13.93,23.13,7.86,0.0565,0.0012,0.03,0.4472,0.0021,0.4329
4500605,"Kershaw, Richland (South) & Calhoun Counties",South Carolina,13.75,21.6,7.61,0.0409,0.0028,0.0032,0.3727,0.0013,0.5519
4500700,"Lancaster, Chesterfield & Marlboro Counties",South Carolina,15.02,23.17,8.49,0.0475,0.0061,0.0094,0.2864,0.0002,0.6237
4500800,"Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City",South Carolina,15.24,24.46,8.63,0.0339,0.0022,0.01,0.5123,0.0003,0.4215
4500900,Florence & Darlington Counties--Florence City,South Carolina,14.29,22.57,8.07,0.0245,0.0022,0.0099,0.4204,0.0006,0.5279
4501000,"Georgetown, Marion & Dillon Counties",South Carolina,14.37,23.05,8.07,0.0289,0.0065,0.0045,0.4159,0,0.5303
4501101,Horry County (West & North)--Conway City & Red Hill,South Carolina,15.34,23.35,8.67,0.0399,0.0019,0.0098,0.1817,0.0002,0.7548
4501102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East)",South Carolina,13.47,20.23,7.46,0.079,0.0065,0.0167,0.086,0.0004,0.7892
4501201,Dorchester (North & West) & Berkeley (Southwest) Counties--Summerville Town & Ladson,South Carolina,14.37,22.06,7.91,0.0482,0.0048,0.0122,0.2469,0.0016,0.6517
4501202,Charleston (South & West) & Berkeley (South) Counties--Charleston City,South Carolina,12.01,18.28,6.5,0.0332,0.0007,0.0152,0.2469,0.0009,0.6891
4501203,Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town,South Carolina,11.32,16.91,6.26,0.0278,0.002,0.0122,0.1787,0.0003,0.7586
4501204,"Charleston, Berkeley & Dorchester Counties--North Charleston City",South Carolina,15.16,23.87,8.48,0.1053,0.0037,0.0282,0.3255,0.0006,0.4992
4501300,"Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties",South Carolina,14.76,24.02,8.38,0.0267,0.0036,0.004,0.5471,0.0005,0.4029
4501400,"Beaufort & Jasper Counties--Hilton Head Island, Bluffton Towns & Beaufort City",South Carolina,12.13,18.58,6.79,0.114,0.0021,0.0116,0.2072,0.0006,0.6457
4501500,Aiken & Edgefield Counties--Aiken & North Augusta Cities,South Carolina,14.67,22.6,8.24,0.0575,0.003,0.0082,0.2603,0.0005,0.6489
4501600,"Greenwood, Abbeville & McCormick Counties",South Carolina,14.06,22.15,7.9,0.0448,0.0009,0.0079,0.3182,0,0.6103
4600100,West South Dakota--Rapid City,South Dakota,10.46,15.13,7.64,0.0455,0.0593,0.0109,0.0115,0.0012,0.8392
4600200,Lakota Region,South Dakota,13.65,20.68,9.67,0.0237,0.4449,0.0048,0.0013,0.0006,0.4994
4600300,Northeast South Dakota,South Dakota,10.18,14.85,7.47,0.0303,0.0569,0.0108,0.0117,0.0001,0.8754
4600400,Jackrabbit Region,South Dakota,10.18,14.63,7.53,0.0371,0.0239,0.0245,0.0088,0.0006,0.8882
4600500,Southeast South Dakota (Outside Sioux Falls City),South Dakota,10.25,14.67,7.42,0.0253,0.0138,0.0071,0.0096,0.0003,0.9263
4600600,Sioux Falls City,South Dakota,9.62,13.95,6.91,0.0545,0.0198,0.0243,0.0619,0.0001,0.8098
4700100,"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties",Tennessee,14.07,21.4,8.84,0.0407,0.0033,0.0045,0.1457,0.0008,0.781
4700200,"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties",Tennessee,13.69,20.73,8.64,0.0244,0.0041,0.0034,0.0705,0.0005,0.8824
4700300,Montgomery & Stewart Counties--Clarksville City,Tennessee,13.36,20.78,8.11,0.0957,0.0044,0.0205,0.1813,0.0037,0.6512
4700400,"Robertson, Dickson, Cheatham & Hickman Counties",Tennessee,14.08,20.67,8.84,0.0456,0.0032,0.0048,0.0489,0.0003,0.8793
4700500,Sumner County--Hendersonville City,Tennessee,12.21,17.99,7.54,0.0488,0.0025,0.014,0.0727,0.0004,0.8412
4700600,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties",Tennessee,15.19,22.56,9.68,0.0586,0.0038,0.0041,0.0227,0.0011,0.8892
4700700,"Putnam, Overton, Jackson, Clay & Pickett Counties",Tennessee,12.99,19.72,8.14,0.0454,0.0024,0.0087,0.0165,0.0007,0.9126
4700800,"Cumberland, White, Fentress & Van Buren Counties",Tennessee,13.82,20.64,8.79,0.0253,0.0027,0.0032,0.0094,0,0.9461
4700900,"Campbell, Claiborne, Scott, Morgan & Hancock Counties",Tennessee,15.01,22.36,9.68,0.013,0.0026,0.0039,0.015,0.0004,0.9544
4701000,Hawkins & Sullivan (Northwest) Counties--Kingsport City,Tennessee,13.74,20.79,8.64,0.0193,0.001,0.0058,0.0219,0.001,0.9316
4701100,Sullivan County (Southeast)--Bristol City,Tennessee,13.23,19.27,8.22,0.0168,0.0013,0.0058,0.0121,0.0003,0.9451
4701200,"Greene, Carter, Unicoi & Johnson Counties",Tennessee,14,20.81,8.85,0.0266,0.0031,0.0041,0.0193,0.0002,0.9358
4701300,Washington County--Johnson City,Tennessee,12.54,18.95,7.82,0.0343,0.0029,0.0164,0.0399,0,0.8863
4701400,"Hamblen, Cocke & Grainger Counties",Tennessee,15.19,22.46,9.67,0.0743,0.0042,0.0056,0.0243,0.0018,0.8723
4701500,Sevier & Jefferson Counties,Tennessee,14.11,20.73,8.84,0.0514,0.003,0.0073,0.0119,0.0002,0.9078
4701601,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities",Tennessee,13.94,20.81,8.76,0.0244,0.0038,0.0098,0.0295,0.0011,0.9093
4701602,Knox County (East),Tennessee,12.59,18.62,7.75,0.0249,0.0013,0.0095,0.0269,0.0002,0.9199
4701603,Knoxville City,Tennessee,12.61,19.59,7.71,0.0504,0.0028,0.0182,0.1706,0.0008,0.7258
4701604,Knox County (West)--Farragut Town,Tennessee,9.68,14.06,5.88,0.0496,0.0025,0.0365,0.0382,0.0002,0.8537
4701700,Blount County,Tennessee,12.92,18.86,8.07,0.0337,0.002,0.0078,0.0263,0.0006,0.9094
4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West)",Tennessee,12.6,18.74,7.86,0.0502,0.0036,0.0063,0.0174,0.0001,0.9048
4701900,"Bradley, McMinn & Polk Counties--Cleveland City",Tennessee,14.13,20.87,8.91,0.0514,0.0022,0.0096,0.04,0.0004,0.875
4702001,Chattanooga City (South & Central),Tennessee,12.81,20.22,7.85,0.0966,0.001,0.0201,0.3654,0.0004,0.4912
4702002,Hamilton County (South)--Chattanooga (North) & Red Bank Cities,Tennessee,10.87,16.14,6.68,0.0375,0.002,0.0261,0.1607,0.0001,0.749
4702003,Hamilton County (North)--Soddy-Daisy City,Tennessee,10.6,15.2,6.5,0.0362,0.0026,0.0152,0.0498,0.0007,0.8823
4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties",Tennessee,14.91,22.01,9.55,0.0297,0.0046,0.003,0.02,0,0.9083
4702200,"Coffee, Franklin, Lincoln & Moore Counties",Tennessee,13.58,20.21,8.64,0.0365,0.0016,0.0081,0.0475,0.0003,0.8819
4702300,Wilson County--Lebanon & Mount Juliet Cities,Tennessee,11.69,16.96,7.22,0.0423,0.0029,0.0164,0.0712,0.0002,0.8497
4702401,Rutherford County (North)--Smyrna Town & La Vergne City,Tennessee,12.61,18.62,7.75,0.1063,0.0024,0.0361,0.1259,0.0004,0.7042
4702402,Rutherford County (South)--Murfreesboro City,Tennessee,11.66,17.64,7.1,0.0588,0.0021,0.032,0.1611,0,0.7104
4702501,Nashville-Davidson (East),Tennessee,11.93,18.37,7.22,0.1177,0.001,0.0238,0.2842,0,0.5411
4702502,Nashville-Davidson (North),Tennessee,12.21,18.98,7.45,0.0972,0.0024,0.0123,0.4492,0.0001,0.4127
4702503,Nashville-Davidson (Central),Tennessee,11.08,17.46,6.64,0.0884,0.0031,0.0209,0.39,0.0021,0.4711
4702504,Nashville-Davidson (Southeast),Tennessee,11.1,16.65,6.72,0.1746,0.0024,0.0699,0.1803,0.0004,0.5434
4702505,Nashville-Davidson (Southwest),Tennessee,7.89,11.94,4.74,0.0385,0.0014,0.0499,0.1016,0.0004,0.7819
4702600,Williamson County--Franklin & Brentwood Cities,Tennessee,8.64,12.33,5.36,0.0477,0.0006,0.042,0.041,0.0003,0.8458
4702700,"Maury, Bedford & Marshall Counties",Tennessee,13.41,20.08,8.34,0.0757,0.0014,0.0062,0.0974,0.0002,0.7966
4702800,"Lawrence, Giles, Wayne, Lewis & Perry Counties",Tennessee,14.9,22.21,9.47,0.0223,0.0025,0.007,0.047,0.0007,0.9017
4702900,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties",Tennessee,14.52,22.09,9.18,0.0243,0.0013,0.003,0.1841,0.0002,0.7707
4703000,Madison & Chester Counties--Jackson City,Tennessee,13.07,20.32,8.17,0.0367,0.001,0.0099,0.3277,0,0.602
4703100,"Tipton, Fayette & Lauderdale Counties",Tennessee,13.37,20.22,8.37,0.0271,0.0044,0.0058,0.243,0,0.7021
4703201,Memphis City (Central Riverside),Tennessee,11.83,19.46,7.27,0.0271,0.0009,0.017,0.689,0.0001,0.2509
4703202,Memphis City (Central Midtown),Tennessee,11.34,18,6.93,0.1411,0.0017,0.0249,0.3282,0.0002,0.4883
4703203,Memphis (North) & Bartlett (Southwest) Cities,Tennessee,12.98,21.23,7.9,0.0562,0.0025,0.0087,0.6782,0.0001,0.2391
4703204,Shelby County (North)--Bartlett (North & East) & Millington Cities,Tennessee,11.31,17.36,6.9,0.0594,0.0011,0.0231,0.3019,0.0001,0.5899
