Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,Arizona,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,17.2,13.8-21.2,983,0
Jurisdictional Estimates,Arizona,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,16.7,13.5-20.5,983,0
Jurisdictional Estimates,California,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,73.3,69.8-76.6,1771,0
Jurisdictional Estimates,California,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,4.4,3.0-6.6,1771,0
Jurisdictional Estimates,California,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,10.2,8.1-12.9,1771,0
Jurisdictional Estimates,California,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,12,9.6-14.8,1771,0
Jurisdictional Estimates,Colorado,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,68.2,61.9-73.9,586,0
Jurisdictional Estimates,Colorado,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,4.7,2.4-8.8,586,0
Jurisdictional Estimates,Colorado,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,11.3,7.6-16.5,586,0
Jurisdictional Estimates,Colorado,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,15.8,11.5-21.3,586,0
Jurisdictional Estimates,Connecticut,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,78.1,74.5-81.4,1184,0
Jurisdictional Estimates,Connecticut,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.7,2.4-5.7,1184,0
Jurisdictional Estimates,Connecticut,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,7.6,5.6-10.1,1184,0
Jurisdictional Estimates,Connecticut,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,10.6,8.3-13.5,1184,0
Jurisdictional Estimates,District of Columbia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,71.2,67.6-74.5,1670,0
Jurisdictional Estimates,District of Columbia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,5.1,3.6-7.2,1670,0
Jurisdictional Estimates,District of Columbia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,13.4,10.8-16.4,1670,0
Jurisdictional Estimates,District of Columbia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,10.3,8.1-13.0,1670,0
Jurisdictional Estimates,Delaware,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,69.5,64.2-74.3,587,0
Jurisdictional Estimates,Delaware,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.1,1.6-5.7,587,0
Jurisdictional Estimates,Delaware,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,10.8,7.7-14.9,587,0
Jurisdictional Estimates,Delaware,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,16.7,12.8-21.5,587,0
Jurisdictional Estimates,Florida,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,63.1,58.8-67.2,1392,0
Jurisdictional Estimates,Florida,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,5,3.3-7.5,1392,0
Jurisdictional Estimates,Florida,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,16.5,13.3-20.2,1392,0
Jurisdictional Estimates,Florida,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,15.4,12.5-19.0,1392,0
Jurisdictional Estimates,Georgia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,52.4,47.3-57.5,754,0
Jurisdictional Estimates,Georgia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,4.5,2.6-7.6,754,0
Jurisdictional Estimates,Georgia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,14.9,11.2-19.6,754,0
Jurisdictional Estimates,Georgia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,28.2,23.5-33.4,754,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,82,78.6-84.9,1011,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,2,1.2-3.3,1011,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,7.7,5.8-10.3,1011,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,8.3,6.3-11.0,1011,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,61.3,55.6-66.7,514,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.2,1.6-6.4,514,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,13.6,9.8-18.5,514,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,21.9,17.4-27.3,514,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,51.7,46.9-56.5,699,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,4.2,2.5-7.1,699,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,15.6,12.1-20.0,699,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,28.4,24.0-33.3,699,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,70.6,67.3-73.7,1632,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,4.3,3.0-6.2,1632,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,11.8,9.6-14.4,1632,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,13.2,10.9-15.9,1632,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,55.4,50.4-60.3,713,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,5.8,3.6-9.3,713,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,11.6,8.6-15.6,713,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,27.1,22.7-32.1,713,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,61.1,55.6-66.3,525,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,2.9,1.6-5.1,525,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,11.3,8.0-15.7,525,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,24.8,20.1-30.1,525,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,60.2,56.5-63.8,1283,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.9,2.6-5.9,1283,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,12.1,9.6-15.1,1283,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,23.8,20.6-27.3,1283,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,48.1,45.2-51.0,1905,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,5.2,3.9-6.9,1905,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,18.9,16.4-21.6,1905,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,27.9,25.1-30.9,1905,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,80.4,76.0-84.1,1081,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,4.4,2.7-7.1,1081,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,7.4,5.1-10.7,1081,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,7.8,5.3-11.3,1081,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,73.2,68.8-77.1,1399,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.2,1.9-5.5,1399,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,12.2,9.3-15.7,1399,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,11.4,8.7-14.9,1399,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,76.9,73.5-80.0,1059,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,2.2,1.3-3.7,1059,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,7.6,5.8-9.9,1059,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,13.3,10.8-16.2,1059,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,61.6,51.4-70.8,250,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,4.7,1.7-12.3,250,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,11.3,6.0-20.2,250,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,22.5,14.9-32.5,250,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,68.6,62.9-73.8,674,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.6,1.8-7.0,674,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,12.9,9.3-17.7,674,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,14.9,11.0-19.8,674,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,54.5,47.2-61.6,406,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,7.7,4.2-13.9,406,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,10.6,6.5-16.9,406,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,27.2,20.8-34.7,406,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,45.5,41.1-50.0,849,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,6.8,4.5-10.1,849,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,16.5,13.1-20.6,849,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,31.2,26.8-36.0,849,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,57.4,53.5-61.1,1035,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.3,2.0-5.4,1035,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,9.9,7.8-12.5,1035,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,29.4,25.9-33.2,1035,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,58.4,53.3-63.4,837,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,2.3,1.2-4.5,837,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,17.6,13.6-22.3,837,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,21.7,17.6-26.5,837,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,52.5,47.1-57.8,543,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.7,1.9-7.2,543,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,13,9.4-17.5,543,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,30.9,26.0-36.3,543,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,63,58.0-67.8,678,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,2.5,1.3-4.9,678,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,12.3,9.1-16.4,678,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,22.1,18.0-26.9,678,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,72.4,68.2-76.2,1053,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.9,2.4-6.3,1053,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,9.1,6.6-12.2,1053,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,14.6,11.7-18.2,1053,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,74.3,69.9-78.2,1061,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.7,2.3-5.9,1061,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,10.2,7.6-13.6,1061,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,11.8,8.9-15.4,1061,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,74.7,70.4-78.6,691,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3,1.7-5.2,691,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,8.1,5.7-11.3,691,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,14.2,11.2-17.9,691,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,60.7,56.2-65.0,777,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,5.5,3.5-8.5,777,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,15.4,12.2-19.2,777,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,18.4,15.0-22.3,777,0
Jurisdictional Estimates,New York,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,69.8,66.1-73.3,1600,0
Jurisdictional Estimates,New York,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,5.8,4.1-8.1,1600,0
Jurisdictional Estimates,New York,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,12.9,10.4-15.9,1600,0
Jurisdictional Estimates,New York,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,11.5,9.1-14.4,1600,0
Jurisdictional Estimates,Ohio,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,57.3,50.8-63.6,566,0
Jurisdictional Estimates,Ohio,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,6,3.5-10.0,566,0
Jurisdictional Estimates,Ohio,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,12.8,8.9-18.0,566,0
Jurisdictional Estimates,Ohio,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,23.9,18.5-30.3,566,0
Jurisdictional Estimates,Oklahoma,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,56.3,51.7-60.7,784,0
Jurisdictional Estimates,Oklahoma,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.6,2.1-6.2,784,0
Jurisdictional Estimates,Oklahoma,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,12,9.0-15.7,784,0
Jurisdictional Estimates,Oklahoma,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,28.2,24.1-32.7,784,0
Jurisdictional Estimates,Oregon,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,69,65.1-72.6,1102,0
Jurisdictional Estimates,Oregon,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,5.8,4.1-8.2,1102,0
Jurisdictional Estimates,Oregon,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,9,6.8-11.9,1102,0
Jurisdictional Estimates,Oregon,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,16.2,13.3-19.5,1102,0
Jurisdictional Estimates,Pennsylvania,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,72.6,69.4-75.5,3146,0
Jurisdictional Estimates,Pennsylvania,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,3.4,2.3-4.9,3146,0
Jurisdictional Estimates,Pennsylvania,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,9.7,7.8-12.0,3146,0
Jurisdictional Estimates,Pennsylvania,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,14.3,12.0-17.0,3146,0
Jurisdictional Estimates,Puerto Rico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,May 30 – June 26,Monthly,73.5,70.5-76.2,2200,0
Jurisdictional Estimates,Puerto Rico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,May 30 – June 26,Monthly,4,2.8-5.7,2200,0
Jurisdictional Estimates,Puerto Rico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,May 30 – June 26,Monthly,13.2,11.1-15.7,2200,0
Jurisdictional Estimates,Puerto Rico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,9.3,7.5-11.5,2200,0
