state,county,lat,lon,statefips,countyfips,maskdays,days,maskcoverage
IN, Spencer County, 38.017109, -87.003925, 18, 147, 253, 493, 0.51
IN, Starke County, 41.302375, -86.601254, 18, 149, 253, 493, 0.51
IN, Steuben County, 41.643611, -85.000789, 18, 151, 253, 493, 0.51
IN, Sullivan County, 39.092429, -87.41072, 18, 153, 253, 493, 0.51
IN, Switzerland County, 38.825552, -85.053922, 18, 155, 253, 493, 0.51
IN, Tippecanoe County, 40.388239, -86.894103, 18, 157, 253, 493, 0.51
IN, Tipton County, 40.311532, -86.051854, 18, 159, 253, 493, 0.51
IN, Union County, 39.625493, -84.92515, 18, 161, 253, 493, 0.51
IN, Vanderburgh County, 38.071401, -87.588152, 18, 163, 253, 493, 0.51
IN, Vermillion County, 39.852064, -87.456716, 18, 165, 253, 493, 0.51
IN, Vigo County, 39.433518, -87.385932, 18, 167, 253, 493, 0.51
IN, Wabash County, 40.847975, -85.791956, 18, 169, 253, 493, 0.51
IN, Warren County, 40.352243, -87.393083, 18, 171, 253, 493, 0.51
IN, Warrick County, 38.091341, -87.267718, 18, 173, 253, 493, 0.51
IN, Washington County, 38.591654, -86.128412, 18, 175, 253, 493, 0.51
IN, Wayne County, 39.867054, -85.009858, 18, 177, 253, 493, 0.51
IN, Wells County, 40.720154, -85.202181, 18, 179, 253, 493, 0.51
IN, White County, 40.737015, -86.891423, 18, 181, 253, 493, 0.51
IN, Whitley County, 41.134811, -85.50511, 18, 183, 253, 493, 0.51
IA, Adair County, 41.330689, -94.470938, 19, 1, 82, 493, 0.17
IA, Adams County, 41.028931, -94.699181, 19, 3, 82, 493, 0.17
IA, Allamakee County, 43.291099, -91.40048, 19, 5, 82, 493, 0.17
IA, Appanoose County, 40.743227, -92.86862, 19, 7, 82, 493, 0.17
IA, Audubon County, 41.683759, -94.903201, 19, 9, 82, 493, 0.17
IA, Benton County, 42.080124, -92.065722, 19, 11, 82, 493, 0.17
IA, Black Hawk County, 42.469865, -92.308829, 19, 13, 82, 493, 0.17
IA, Boone County, 42.036727, -93.931664, 19, 15, 82, 493, 0.17
IA, Bremer County, 42.774637, -92.318031, 19, 17, 82, 493, 0.17
IA, Buchanan County, 42.471285, -91.837786, 19, 19, 82, 493, 0.17
IA, Buena Vista County, 42.735453, -95.151168, 19, 21, 82, 493, 0.17
IA, Butler County, 42.731597, -92.790208, 19, 23, 82, 493, 0.17
IA, Calhoun County, 42.384585, -94.640422, 19, 25, 82, 493, 0.17
IA, Carroll County, 42.036257, -94.860602, 19, 27, 82, 493, 0.17
IA, Cass County, 41.331518, -94.927817, 19, 29, 82, 493, 0.17
IA, Cedar County, 41.772201, -91.132419, 19, 31, 82, 493, 0.17
IA, Cerro Gordo County, 43.081451, -93.260808, 19, 33, 82, 493, 0.17
IA, Cherokee County, 42.735963, -95.623819, 19, 35, 82, 493, 0.17
IA, Chickasaw County, 43.059989, -92.317667, 19, 37, 82, 493, 0.17
IA, Clarke County, 41.030716, -93.785167, 19, 39, 82, 493, 0.17
IA, Clay County, 43.082692, -95.150908, 19, 41, 82, 493, 0.17
IA, Clayton County, 42.863092, -91.370229, 19, 43, 82, 493, 0.17
IA, Clinton County, 41.904246, -90.531971, 19, 45, 82, 493, 0.17
IA, Crawford County, 42.037323, -95.381963, 19, 47, 82, 493, 0.17
IA, Dallas County, 41.683159, -94.039765, 19, 49, 82, 493, 0.17
IA, Davis County, 40.747527, -92.409711, 19, 51, 82, 493, 0.17
IA, Decatur County, 40.738352, -93.786259, 19, 53, 82, 493, 0.17
IA, Delaware County, 42.470681, -91.367351, 19, 55, 82, 493, 0.17
IA, Des Moines County, 40.920831, -91.204712, 19, 57, 82, 493, 0.17
IA, Dickinson County, 43.377984, -95.150853, 19, 59, 82, 493, 0.17
IA, Dubuque County, 42.470492, -90.909038, 19, 61, 82, 493, 0.17
IA, Emmet County, 43.37805, -94.678453, 19, 63, 82, 493, 0.17
IA, Fayette County, 42.862779, -91.844316, 19, 65, 82, 493, 0.17
IA, Floyd County, 43.060095, -92.789002, 19, 67, 82, 493, 0.17
IA, Franklin County, 42.732419, -93.262467, 19, 69, 82, 493, 0.17
IA, Fremont County, 40.742541, -95.604689, 19, 71, 82, 493, 0.17
IA, Greene County, 42.036105, -94.396836, 19, 73, 82, 493, 0.17
IA, Grundy County, 42.411194, -92.845473, 19, 75, 82, 493, 0.17
IA, Guthrie County, 41.683533, -94.501029, 19, 77, 82, 493, 0.17
IA, Hamilton County, 42.383447, -93.706798, 19, 79, 82, 493, 0.17
IA, Hancock County, 43.081811, -93.734276, 19, 81, 82, 493, 0.17
IA, Hardin County, 42.383074, -93.240413, 19, 83, 82, 493, 0.17
IA, Harrison County, 41.684974, -95.816938, 19, 85, 82, 493, 0.17
IA, Henry County, 40.988253, -91.544566, 19, 87, 82, 493, 0.17
IA, Howard County, 43.356735, -92.317189, 19, 89, 82, 493, 0.17
IA, Humboldt County, 42.776363, -94.207207, 19, 91, 82, 493, 0.17
IA, Ida County, 42.386375, -95.513519, 19, 93, 82, 493, 0.17
IA, Iowa County, 41.686692, -92.06551, 19, 95, 82, 493, 0.17
IA, Jackson County, 42.186235, -90.567154, 19, 97, 82, 493, 0.17
IA, Jasper County, 41.685475, -93.053761, 19, 99, 82, 493, 0.17
IA, Jefferson County, 41.032238, -91.948874, 19, 101, 82, 493, 0.17
IA, Johnson County, 41.685761, -91.588098, 19, 103, 82, 493, 0.17
IA, Jones County, 42.121274, -91.131442, 19, 105, 82, 493, 0.17
IA, Keokuk County, 41.336361, -92.17865, 19, 107, 82, 493, 0.17
IA, Kossuth County, 43.204146, -94.206745, 19, 109, 82, 493, 0.17
IA, Lee County, 40.664914, -91.509096, 19, 111, 82, 493, 0.17
IA, Linn County, 42.078573, -91.59896, 19, 113, 82, 493, 0.17
IA, Louisa County, 41.204583, -91.237785, 19, 115, 82, 493, 0.17
IA, Lucas County, 41.029271, -93.327721, 19, 117, 82, 493, 0.17
IA, Lyon County, 43.378882, -96.21036, 19, 119, 82, 493, 0.17
IA, Madison County, 41.329978, -94.015553, 19, 121, 82, 493, 0.17
IA, Mahaska County, 41.335222, -92.640909, 19, 123, 82, 493, 0.17
IA, Marion County, 41.334594, -93.099447, 19, 125, 82, 493, 0.17
IA, Marshall County, 42.035907, -92.998741, 19, 127, 82, 493, 0.17
IA, Mills County, 41.030817, -95.621338, 19, 129, 82, 493, 0.17
IA, Mitchell County, 43.356421, -92.789072, 19, 131, 82, 493, 0.17
IA, Monona County, 42.037646, -95.959933, 19, 133, 82, 493, 0.17
IA, Monroe County, 41.029657, -92.869001, 19, 135, 82, 493, 0.17
IA, Montgomery County, 41.030136, -95.156365, 19, 137, 82, 493, 0.17
IA, Muscatine County, 41.466109, -91.165711, 19, 139, 82, 493, 0.17
IA, O'Brien County, 43.084351, -95.62489, 19, 141, 82, 493, 0.17
IA, Osceola County, 43.37915, -95.623683, 19, 143, 82, 493, 0.17
IA, Page County, 40.739403, -95.150194, 19, 145, 82, 493, 0.17
IA, Palo Alto County, 43.082068, -94.67815, 19, 147, 82, 493, 0.17
IA, Plymouth County, 42.735661, -96.214058, 19, 149, 82, 493, 0.17
IA, Pocahontas County, 42.734043, -94.678748, 19, 151, 82, 493, 0.17
IA, Polk County, 41.687403, -93.573542, 19, 153, 82, 493, 0.17
IA, Pottawattamie County, 41.333148, -95.542389, 19, 155, 82, 493, 0.17
IA, Poweshiek County, 41.685692, -92.531475, 19, 157, 82, 493, 0.17
IA, Ringgold County, 40.734899, -94.243966, 19, 159, 82, 493, 0.17
IA, Sac County, 42.385819, -95.105365, 19, 161, 82, 493, 0.17
IA, Scott County, 41.635823, -90.599489, 19, 163, 82, 493, 0.17
IA, Shelby County, 41.684952, -95.310215, 19, 165, 82, 493, 0.17
IA, Sioux County, 43.08334, -96.177886, 19, 167, 82, 493, 0.17
IA, Story County, 42.03626, -93.465041, 19, 169, 82, 493, 0.17
IA, Tama County, 42.079615, -92.532554, 19, 171, 82, 493, 0.17
IA, Taylor County, 40.73595, -94.696418, 19, 173, 82, 493, 0.17
IA, Union County, 41.027539, -94.242371, 19, 175, 82, 493, 0.17
IA, Van Buren County, 40.753132, -91.950002, 19, 177, 82, 493, 0.17
IA, Wapello County, 41.030527, -92.409445, 19, 179, 82, 493, 0.17
IA, Warren County, 41.33639, -93.561367, 19, 181, 82, 493, 0.17
IA, Washington County, 41.337078, -91.717841, 19, 183, 82, 493, 0.17
IA, Wayne County, 40.739208, -93.327374, 19, 185, 82, 493, 0.17
IA, Webster County, 42.4273, -94.181798, 19, 187, 82, 493, 0.17
IA, Winnebago County, 43.377574, -93.734186, 19, 189, 82, 493, 0.17
IA, Winneshiek County, 43.291337, -91.843711, 19, 191, 82, 493, 0.17
IA, Woodbury County, 42.386746, -96.044738, 19, 193, 82, 493, 0.17
IA, Worth County, 43.377271, -93.260835, 19, 195, 82, 493, 0.17
IA, Wright County, 42.732862, -93.735156, 19, 197, 82, 493, 0.17
KS, Allen County, 37.885371, -95.301392, 20, 1, 271, 493, 0.55
KS, Anderson County, 38.214099, -95.293319, 20, 3, 271, 493, 0.55
KS, Atchison County, 39.536409, -95.313387, 20, 5, 271, 493, 0.55
KS, Barber County, 37.234847, -98.684804, 20, 7, 271, 493, 0.55
KS, Barton County, 38.478811, -98.756434, 20, 9, 271, 493, 0.55
KS, Bourbon County, 37.855819, -94.849293, 20, 11, 271, 493, 0.55
KS, Brown County, 39.826555, -95.564224, 20, 13, 271, 493, 0.55
KS, Butler County, 37.780897, -96.839086, 20, 15, 271, 493, 0.55
KS, Chase County, 38.304087, -96.593911, 20, 17, 271, 493, 0.55
KS, Chautauqua County, 37.149957, -96.245379, 20, 19, 271, 493, 0.55
KS, Cherokee County, 37.16918, -94.846275, 20, 21, 271, 493, 0.55
KS, Cheyenne County, 39.78565, -101.731103, 20, 23, 271, 493, 0.55
KS, Clark County, 37.234834, -99.820273, 20, 25, 271, 493, 0.55
KS, Clay County, 39.349956, -97.165186, 20, 27, 271, 493, 0.55
KS, Cloud County, 39.480085, -97.649289, 20, 29, 271, 493, 0.55
KS, Coffey County, 38.236624, -95.734117, 20, 31, 271, 493, 0.55
KS, Comanche County, 37.191151, -99.271883, 20, 33, 271, 493, 0.55
KS, Cowley County, 37.237677, -96.837529, 20, 35, 271, 493, 0.55
KS, Crawford County, 37.506916, -94.851815, 20, 37, 271, 493, 0.55
KS, Decatur County, 39.784683, -100.459906, 20, 39, 271, 493, 0.55
KS, Dickinson County, 38.861528, -97.156002, 20, 41, 271, 493, 0.55
KS, Doniphan County, 39.774799, -95.206924, 20, 43, 271, 493, 0.55
KS, Douglas County, 38.888368, -95.307456, 20, 45, 271, 493, 0.55
KS, Edwards County, 37.867136, -99.312186, 20, 47, 271, 493, 0.55
KS, Elk County, 37.45341, -96.244029, 20, 49, 271, 493, 0.55
KS, Ellis County, 38.914705, -99.317214, 20, 51, 271, 493, 0.55
KS, Ellsworth County, 38.696535, -98.204757, 20, 53, 271, 493, 0.55
KS, Finney County, 38.025978, -100.877093, 20, 55, 271, 493, 0.55
KS, Ford County, 37.691698, -99.887903, 20, 57, 271, 493, 0.55
KS, Franklin County, 38.564392, -95.285941, 20, 59, 271, 493, 0.55
KS, Geary County, 38.979046, -96.775661, 20, 61, 271, 493, 0.55
KS, Gove County, 38.916488, -100.482905, 20, 63, 271, 493, 0.55
KS, Graham County, 39.349485, -99.883242, 20, 65, 271, 493, 0.55
KS, Grant County, 37.562123, -101.308038, 20, 67, 271, 493, 0.55
KS, Gray County, 37.73771, -100.434879, 20, 69, 271, 493, 0.55
KS, Greeley County, 38.556226, -101.909212, 20, 71, 271, 493, 0.55
KS, Greenwood County, 37.866732, -96.228852, 20, 73, 271, 493, 0.55
KS, Hamilton County, 37.999906, -101.79125, 20, 75, 271, 493, 0.55
KS, Harper County, 37.191515, -98.075494, 20, 77, 271, 493, 0.55
KS, Harvey County, 38.043013, -97.427264, 20, 79, 271, 493, 0.55
KS, Haskell County, 37.562238, -100.871181, 20, 81, 271, 493, 0.55
KS, Hodgeman County, 38.087396, -99.897968, 20, 83, 271, 493, 0.55
KS, Jackson County, 39.391255, -95.793656, 20, 85, 271, 493, 0.55
KS, Jefferson County, 39.241569, -95.380647, 20, 87, 271, 493, 0.55
KS, Jewell County, 39.784877, -98.218343, 20, 89, 271, 493, 0.55
KS, Johnson County, 38.890921, -94.795298, 20, 91, 271, 493, 0.55
KS, Kearny County, 38.000085, -101.319898, 20, 93, 271, 493, 0.55
KS, Kingman County, 37.558603, -98.136337, 20, 95, 271, 493, 0.55
KS, Kiowa County, 37.558156, -99.286074, 20, 97, 271, 493, 0.55
KS, Labette County, 37.191812, -95.29757, 20, 99, 271, 493, 0.55
KS, Lane County, 38.481535, -100.466429, 20, 101, 271, 493, 0.55
KS, Leavenworth County, 39.196831, -95.041815, 20, 103, 271, 493, 0.55
KS, Lincoln County, 39.045128, -98.207697, 20, 105, 271, 493, 0.55
KS, Linn County, 38.21315, -94.842931, 20, 107, 271, 493, 0.55
KS, Logan County, 38.917289, -101.148389, 20, 109, 271, 493, 0.55
KS, Lyon County, 38.455618, -96.152658, 20, 111, 271, 493, 0.55
KS, McPherson County, 38.391464, -97.64808, 20, 113, 271, 493, 0.55
KS, Marion County, 38.370223, -97.082161, 20, 115, 271, 493, 0.55
KS, Marshall County, 39.783605, -96.52293, 20, 117, 271, 493, 0.55
KS, Meade County, 37.238088, -100.36615, 20, 119, 271, 493, 0.55
KS, Miami County, 38.563609, -94.83806, 20, 121, 271, 493, 0.55
KS, Mitchell County, 39.393313, -98.209363, 20, 123, 271, 493, 0.55
KS, Montgomery County, 37.192233, -95.742901, 20, 125, 271, 493, 0.55
KS, Morris County, 38.696058, -96.649859, 20, 127, 271, 493, 0.55
KS, Morton County, 37.191497, -101.799258, 20, 129, 271, 493, 0.55
KS, Nemaha County, 39.783388, -96.014098, 20, 131, 271, 493, 0.55
KS, Neosho County, 37.558413, -95.30678, 20, 133, 271, 493, 0.55
KS, Ness County, 38.479011, -99.916175, 20, 135, 271, 493, 0.55
KS, Norton County, 39.784257, -99.903472, 20, 137, 271, 493, 0.55
KS, Osage County, 38.651871, -95.726963, 20, 139, 271, 493, 0.55
KS, Osborne County, 39.350406, -98.768014, 20, 141, 271, 493, 0.55
KS, Ottawa County, 39.132386, -97.65021, 20, 143, 271, 493, 0.55
KS, Pawnee County, 38.174755, -99.196368, 20, 145, 271, 493, 0.55
KS, Phillips County, 39.784686, -99.34702, 20, 147, 271, 493, 0.55
KS, Pottawatomie County, 39.380204, -96.314367, 20, 149, 271, 493, 0.55
KS, Pratt County, 37.647765, -98.739598, 20, 151, 271, 493, 0.55
KS, Rawlins County, 39.785238, -101.075756, 20, 153, 271, 493, 0.55
KS, Reno County, 37.953454, -98.086036, 20, 155, 271, 493, 0.55
KS, Republic County, 39.827802, -97.650643, 20, 157, 271, 493, 0.55
KS, Rice County, 38.347679, -98.219642, 20, 159, 271, 493, 0.55
KS, Riley County, 39.275178, -96.75903, 20, 161, 271, 493, 0.55
KS, Rooks County, 39.350006, -99.325036, 20, 163, 271, 493, 0.55
KS, Rush County, 38.523428, -99.309209, 20, 165, 271, 493, 0.55
KS, Russell County, 38.914968, -98.762374, 20, 167, 271, 493, 0.55
KS, Saline County, 38.783547, -97.649936, 20, 169, 271, 493, 0.55
KS, Scott County, 38.482163, -100.906873, 20, 171, 271, 493, 0.55
KS, Sedgwick County, 37.69408, -97.460951, 20, 173, 271, 493, 0.55
KS, Seward County, 37.192212, -100.851292, 20, 175, 271, 493, 0.55
KS, Shawnee County, 39.042878, -95.761638, 20, 177, 271, 493, 0.55
KS, Sheridan County, 39.350283, -100.441806, 20, 179, 271, 493, 0.55
KS, Sherman County, 39.351021, -101.720023, 20, 181, 271, 493, 0.55
KS, Smith County, 39.785042, -98.785464, 20, 183, 271, 493, 0.55
KS, Stafford County, 38.042739, -98.695405, 20, 185, 271, 493, 0.55
KS, Stanton County, 37.563102, -101.784178, 20, 187, 271, 493, 0.55
KS, Stevens County, 37.192311, -101.312041, 20, 189, 271, 493, 0.55
KS, Sumner County, 37.237234, -97.476544, 20, 191, 271, 493, 0.55
KS, Thomas County, 39.350583, -101.055542, 20, 193, 271, 493, 0.55
KS, Trego County, 38.91429, -99.872754, 20, 195, 271, 493, 0.55
KS, Wabaunsee County, 38.956751, -96.182481, 20, 197, 271, 493, 0.55
KS, Wallace County, 38.915895, -101.763549, 20, 199, 271, 493, 0.55
KS, Washington County, 39.784082, -97.087535, 20, 201, 271, 493, 0.55
KS, Wichita County, 38.482403, -101.34737, 20, 203, 271, 493, 0.55
KS, Wilson County, 37.559477, -95.743391, 20, 205, 271, 493, 0.55
KS, Woodson County, 37.886432, -95.740204, 20, 207, 271, 493, 0.55
KS, Wyandotte County, 39.11272, -94.764444, 20, 209, 271, 493, 0.55
KY, Adair County, 37.090076, -85.284295, 21, 1, 336, 493, 0.68
KY, Allen County, 36.770177, -86.194899, 21, 3, 336, 493, 0.68
KY, Anderson County, 38.016099, -84.990983, 21, 5, 336, 493, 0.68
KY, Ballard County, 37.053159, -88.999333, 21, 7, 336, 493, 0.68
KY, Barren County, 36.978551, -85.915927, 21, 9, 336, 493, 0.68
KY, Bath County, 38.122366, -83.742593, 21, 11, 336, 493, 0.68
KY, Bell County, 36.726879, -83.657253, 21, 13, 336, 493, 0.68
KY, Boone County, 38.969961, -84.725021, 21, 15, 336, 493, 0.68
KY, Bourbon County, 38.207328, -84.22073, 21, 17, 336, 493, 0.68
KY, Boyd County, 38.356361, -82.685401, 21, 19, 336, 493, 0.68
KY, Boyle County, 37.618526, -84.870743, 21, 21, 336, 493, 0.68
KY, Bracken County, 38.693613, -84.093319, 21, 23, 336, 493, 0.68
KY, Breathitt County, 37.52603, -83.355112, 21, 25, 336, 493, 0.68
KY, Breckinridge County, 37.777302, -86.408032, 21, 27, 336, 493, 0.68
KY, Bullitt County, 37.960678, -85.699757, 21, 29, 336, 493, 0.68
KY, Butler County, 37.16727, -86.75411, 21, 31, 336, 493, 0.68
KY, Caldwell County, 37.150324, -87.885219, 21, 33, 336, 493, 0.68
KY, Calloway County, 36.625056, -88.272195, 21, 35, 336, 493, 0.68
KY, Campbell County, 38.931713, -84.36621, 21, 37, 336, 493, 0.68
KY, Carlisle County, 36.849456, -88.967561, 21, 39, 336, 493, 0.68
KY, Carroll County, 38.664103, -85.087389, 21, 41, 336, 493, 0.68
KY, Carter County, 38.322802, -83.049596, 21, 43, 336, 493, 0.68
KY, Casey County, 37.308981, -84.924921, 21, 45, 336, 493, 0.68
KY, Christian County, 36.896801, -87.485914, 21, 47, 336, 493, 0.68
KY, Clark County, 37.983896, -84.143787, 21, 49, 336, 493, 0.68
KY, Clay County, 37.179674, -83.710304, 21, 51, 336, 493, 0.68
KY, Clinton County, 36.729947, -85.132976, 21, 53, 336, 493, 0.68
KY, Crittenden County, 37.350499, -88.101584, 21, 55, 336, 493, 0.68
KY, Cumberland County, 36.799195, -85.365598, 21, 57, 336, 493, 0.68
KY, Daviess County, 37.677042, -87.091691, 21, 59, 336, 493, 0.68
KY, Edmonson County, 37.214607, -86.238627, 21, 61, 336, 493, 0.68
KY, Elliott County, 38.107936, -83.120328, 21, 63, 336, 493, 0.68
KY, Estill County, 37.684616, -83.978109, 21, 65, 336, 493, 0.68
KY, Fayette County, 38.056966, -84.474459, 21, 67, 336, 493, 0.68
KY, Fleming County, 38.384786, -83.6785, 21, 69, 336, 493, 0.68
KY, Floyd County, 37.571671, -82.748636, 21, 71, 336, 493, 0.68
KY, Franklin County, 38.243175, -84.891913, 21, 73, 336, 493, 0.68
KY, Fulton County, 36.575703, -89.144076, 21, 75, 336, 493, 0.68
KY, Gallatin County, 38.745809, -84.862039, 21, 77, 336, 493, 0.68
KY, Garrard County, 37.647183, -84.54068, 21, 79, 336, 493, 0.68
KY, Grant County, 38.660417, -84.621667, 21, 81, 336, 493, 0.68
KY, Graves County, 36.722455, -88.651201, 21, 83, 336, 493, 0.68
KY, Grayson County, 37.44224, -86.376276, 21, 85, 336, 493, 0.68
KY, Green County, 37.261126, -85.549836, 21, 87, 336, 493, 0.68
KY, Greenup County, 38.526128, -82.943154, 21, 89, 336, 493, 0.68
KY, Hancock County, 37.818365, -86.750396, 21, 91, 336, 493, 0.68
KY, Hardin County, 37.669871, -85.96787, 21, 93, 336, 493, 0.68
KY, Harlan County, 36.852461, -83.222829, 21, 95, 336, 493, 0.68
KY, Harrison County, 38.444366, -84.327093, 21, 97, 336, 493, 0.68
KY, Hart County, 37.294492, -85.884709, 21, 99, 336, 493, 0.68
KY, Henderson County, 37.780074, -87.496323, 21, 101, 336, 493, 0.68
KY, Henry County, 38.467947, -85.13824, 21, 103, 336, 493, 0.68
KY, Hickman County, 36.681813, -88.97623, 21, 105, 336, 493, 0.68
KY, Hopkins County, 37.293695, -87.559819, 21, 107, 336, 493, 0.68
KY, Jackson County, 37.424688, -84.009743, 21, 109, 336, 493, 0.68
KY, Jefferson County, 38.198247, -85.61396, 21, 111, 336, 493, 0.68
KY, Jessamine County, 37.879689, -84.56888, 21, 113, 336, 493, 0.68
KY, Johnson County, 37.850574, -82.851081, 21, 115, 336, 493, 0.68
KY, Kenton County, 38.932139, -84.53334, 21, 117, 336, 493, 0.68
KY, Knott County, 37.344498, -82.958127, 21, 119, 336, 493, 0.68
KY, Knox County, 36.89856, -83.854036, 21, 121, 336, 493, 0.68
KY, Larue County, 37.551518, -85.719005, 21, 123, 336, 493, 0.68
KY, Laurel County, 37.12755, -84.117727, 21, 125, 336, 493, 0.68
KY, Lawrence County, 38.082853, -82.758178, 21, 127, 336, 493, 0.68
KY, Lee County, 37.615765, -83.712671, 21, 129, 336, 493, 0.68
KY, Leslie County, 37.083498, -83.377527, 21, 131, 336, 493, 0.68
KY, Letcher County, 37.114519, -82.859762, 21, 133, 336, 493, 0.68
KY, Lewis County, 38.529593, -83.425082, 21, 135, 336, 493, 0.68
KY, Lincoln County, 37.470477, -84.660808, 21, 137, 336, 493, 0.68
KY, Livingston County, 37.227287, -88.335082, 21, 139, 336, 493, 0.68
KY, Logan County, 36.854074, -86.88321, 21, 141, 336, 493, 0.68
KY, Lyon County, 37.022355, -88.086676, 21, 143, 336, 493, 0.68
KY, McCracken County, 37.044136, -88.712738, 21, 145, 336, 493, 0.68
KY, McCreary County, 36.731027, -84.48012, 21, 147, 336, 493, 0.68
KY, McLean County, 37.500182, -87.24093, 21, 149, 336, 493, 0.68
KY, Madison County, 37.719471, -84.278022, 21, 151, 336, 493, 0.68
KY, Magoffin County, 37.740737, -83.067918, 21, 153, 336, 493, 0.68
KY, Marion County, 37.541754, -85.289403, 21, 155, 336, 493, 0.68
KY, Marshall County, 36.882019, -88.329381, 21, 157, 336, 493, 0.68
KY, Martin County, 37.797807, -82.516099, 21, 159, 336, 493, 0.68
KY, Mason County, 38.57776, -83.84233, 21, 161, 336, 493, 0.68
KY, Meade County, 37.908565, -86.135254, 21, 163, 336, 493, 0.68
KY, Menifee County, 37.92133, -83.602109, 21, 165, 336, 493, 0.68
KY, Mercer County, 37.808162, -84.88829, 21, 167, 336, 493, 0.68
KY, Metcalfe County, 36.998285, -85.629241, 21, 169, 336, 493, 0.68
KY, Monroe County, 36.729808, -85.71652, 21, 171, 336, 493, 0.68
KY, Montgomery County, 38.030503, -83.910697, 21, 173, 336, 493, 0.68
KY, Morgan County, 37.919289, -83.285758, 21, 175, 336, 493, 0.68
KY, Muhlenberg County, 37.184969, -87.162503, 21, 177, 336, 493, 0.68
KY, Nelson County, 37.82681, -85.470448, 21, 179, 336, 493, 0.68
KY, Nicholas County, 38.331832, -84.00305, 21, 181, 336, 493, 0.68
KY, Ohio County, 37.479077, -86.85317, 21, 183, 336, 493, 0.68
KY, Oldham County, 38.399317, -85.43405, 21, 185, 336, 493, 0.68
KY, Owen County, 38.508279, -84.811348, 21, 187, 336, 493, 0.68
KY, Owsley County, 37.431823, -83.695571, 21, 189, 336, 493, 0.68
KY, Pendleton County, 38.6941, -84.360252, 21, 191, 336, 493, 0.68
KY, Perry County, 37.309056, -83.22134, 21, 193, 336, 493, 0.68
KY, Pike County, 37.471155, -82.395697, 21, 195, 336, 493, 0.68
KY, Powell County, 37.834485, -83.83723, 21, 197, 336, 493, 0.68
KY, Pulaski County, 37.116724, -84.5462, 21, 199, 336, 493, 0.68
KY, Robertson County, 38.519929, -84.05012, 21, 201, 336, 493, 0.68
KY, Rockcastle County, 37.357861, -84.318771, 21, 203, 336, 493, 0.68
KY, Rowan County, 38.19164, -83.417779, 21, 205, 336, 493, 0.68
KY, Russell County, 36.994336, -85.058606, 21, 207, 336, 493, 0.68
KY, Scott County, 38.294469, -84.587138, 21, 209, 336, 493, 0.68
KY, Shelby County, 38.212728, -85.194768, 21, 211, 336, 493, 0.68
KY, Simpson County, 36.742074, -86.585705, 21, 213, 336, 493, 0.68
KY, Spencer County, 38.033766, -85.331766, 21, 215, 336, 493, 0.68
KY, Taylor County, 37.357328, -85.345347, 21, 217, 336, 493, 0.68
KY, Todd County, 36.826091, -87.179183, 21, 219, 336, 493, 0.68
KY, Trigg County, 36.810955, -87.868634, 21, 221, 336, 493, 0.68
KY, Trimble County, 38.6107, -85.340326, 21, 223, 336, 493, 0.68
KY, Union County, 37.649823, -87.930932, 21, 225, 336, 493, 0.68
KY, Warren County, 36.985689, -86.429108, 21, 227, 336, 493, 0.68
KY, Washington County, 37.738467, -85.178587, 21, 229, 336, 493, 0.68
KY, Wayne County, 36.800571, -84.83325, 21, 231, 336, 493, 0.68
KY, Webster County, 37.523119, -87.70255, 21, 233, 336, 493, 0.68
KY, Whitley County, 36.752813, -84.173621, 21, 235, 336, 493, 0.68
KY, Wolfe County, 37.741778, -83.496675, 21, 237, 336, 493, 0.68
KY, Woodford County, 38.04168, -84.741305, 21, 239, 336, 493, 0.68
LA, Acadia Parish, 30.29462, -92.412009, 22, 1, 301, 493, 0.61
LA, Allen Parish, 30.664672, -92.800429, 22, 3, 301, 493, 0.61
LA, Ascension Parish, 30.227062, -90.914878, 22, 5, 301, 493, 0.61
LA, Assumption Parish, 29.929736, -91.062563, 22, 7, 301, 493, 0.61
LA, Avoyelles Parish, 31.04543, -92.007091, 22, 9, 301, 493, 0.61
LA, Beauregard Parish, 30.686532, -93.343305, 22, 11, 301, 493, 0.61
LA, Bienville Parish, 32.328934, -93.016987, 22, 13, 301, 493, 0.61
LA, Bossier Parish, 32.670452, -93.600589, 22, 15, 301, 493, 0.61
LA, Caddo Parish, 32.570105, -93.90208, 22, 17, 301, 493, 0.61
LA, Calcasieu Parish, 30.227448, -93.357976, 22, 19, 301, 493, 0.61
LA, Caldwell Parish, 32.093251, -92.143254, 22, 21, 301, 493, 0.61
LA, Cameron Parish, 29.887352, -93.198837, 22, 23, 301, 493, 0.61
LA, Catahoula Parish, 31.759005, -91.863752, 22, 25, 301, 493, 0.61
LA, Claiborne Parish, 32.82135, -93.012877, 22, 27, 301, 493, 0.61
LA, Concordia Parish, 31.542007, -91.640049, 22, 29, 301, 493, 0.61
LA, De Soto Parish, 32.050783, -93.743839, 22, 31, 301, 493, 0.61
LA, East Baton Rouge Parish, 30.542141, -91.095604, 22, 33, 301, 493, 0.61
LA, East Carroll Parish, 32.678278, -91.257493, 22, 35, 301, 493, 0.61
LA, East Feliciana Parish, 30.855712, -91.045404, 22, 37, 301, 493, 0.61
LA, Evangeline Parish, 30.727562, -92.401489, 22, 39, 301, 493, 0.61
LA, Franklin Parish, 32.126746, -91.673811, 22, 41, 301, 493, 0.61
LA, Grant Parish, 31.56914, -92.533495, 22, 43, 301, 493, 0.61
LA, Iberia Parish, 29.524346, -91.791032, 22, 45, 301, 493, 0.61
